Kapitel;Titel;FKZ;Zweckbestimmung;Ist 2015 in T€;Soll 2016 in T€;Ansatz 2017 in T€
0301;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;83,3;85,0;190,0
0301;51802;011;Mieten und Pachten für Maschinen, Geräte und Fahrzeuge;31,6;33,0;40,0
0301;52501;011;Aus- und Fortbildungskosten einschließlich Reisekosten;32,9;37,0;45,0
0301;52601;011;Gerichts- und ähnliche Kosten;259,5;60,0;60,0
0301;52602;011;Besondere Aufwendungen für die Minderheitenbeauftragte und für den Landesplanungsrat;2,8;4,5;4,5
0301;52604;011;Arbeitsmedizinische Betreuung und ärztliche Untersuchungen;10,6;7,0;10,0
0301;52699;011;Kosten für Sachverständige, Gutachten u.ä.;258,7;50,0;55,0
0301;52701;011;Reisekostenvergütungen;100,9;105,0;105,0
0301;52902;011;Repräsentationsmittel;274,7;315,0;315,0
0301;53102;013;Öffentlichkeitsarbeit;55,4;57,5;57,5
0301;53103;013;Kommunikation in Krisensituationen;0,0;200,0;0,0
0301;53301;011;"Internetkampagne ""Das Schleswig-Holstein Lexikon"" zum 70-jährigen Bestehen des Landes Schleswig-Holstein";0,0;100,0;0,0
0301;53302;011;Veranstaltungskosten anlässlich des 70-jährigen Bestehens des Landes Schleswig-Holstein;0,0;0,0;0,0
0301;53303;011;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;0,0;0,0;0,0
0301;53398;011;Planungskosten für nicht realisierte Unterbringungsuntersuchungen;0,0;0,0;0,0
0301;53402;011;Orden und Ehrenzeichen;10,1;13,0;16,0
0301;53405;011;Mitgliedsbeitrag des Ministerpräsidenten für die Mitgliedschaft im Förderverein Kieler Woche e.V.;5,2;5,2;5,2
0301;53502;011;Zukunftsentwicklung des Landes Schleswig-Holstein;169,1;0,0;0,0
0301;53601;011;Tag der Deutschen Einheit;0,0;52,5;67,5
0301;54699;011;Vermischte Verwaltungsausgaben, Kassen- und Zahlstellenfehlbeträge;10,7;10,0;10,0
0301;68101;011;"Hilfen zur Linderung von Notständen in besonderen Härtefällen (""Sozialfonds"")";19,7;25,0;25,0
0301;68402;011;"Zuwendungen des Ministerpräsidenten für Aufgaben auf minderheitenpolitischem, kulturellem, sozialem und wirtschaftlichem Gebiet (""Verfügungsfonds"")";34,8;35,0;35,0
0301;68501;011;Festveranstaltungen im Rahmen des 70-jährigen Bestehens des Landes Schleswig-Holstein;0,0;150,0;0,0
0301;68502;011;Zuschüsse zur Stärkung der Medienkompetenzförderung in Schleswig-Holstein;0,0;0,0;350,0
0301;81201;011;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen;9,1;200,0;30,0
0301;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";10,1;0,0;0,0
0301;91901;851;Zuführung zu einer Rücklage für Personalausgaben;0,0;0,0;0,0
0301;91902;851;Zuführung zu einer Rücklage für Sachausgaben;0,0;0,0;0,0
0301;91964;851;"Zuführung zu einer Rücklage für das Projekt ""KoPers""";0,0;0,0;0,0
0301;97201;881;Globale Minderausgabe;0,0;0,0;0,0
0301;97206;881;Globale Minderausgabe 2016;0,0;-88,7;0,0
0301;98201;891;Hilfen aus zweckgebundenen Spenden;0,0;0,0;0,0
0303;23102;187;Zuweisung des Bundes zur Förderung der Kulturarbeit der friesischen Volksgruppe;340,0;0,0;0,0
0303;23103;011;Zuweisung des Bundes zur Förderung des Europäischen Zentrums für Minderheitenangelegenheiten;249,0;0,0;0,0
0303;33102;187;"Zuweisung des Bundes für das Projekt ""Errichtung eines Kulturzentrums der dänischen Minderheit in Rendsburg-Büdelsdorf""";49,5;0,0;0,0
0303;33103;187;Zuweisung des Bundes für den Anbau des Nordfriesischen Instituts in Bredstedt;399,0;0,0;0,0
0303;33104;187;"Zuweisung des Bundes für die Modernisierungs- und Brandschutzmaßnahmen des ""Skipperhuset"" in Tönning";0,0;0,0;0,0
0303;38101;187;Einnahmen aus der Zweckabgabe zur Förderung des Verbandes deutscher Sinti und Roma, Landesverband Schleswig-Holstein;262,8;283,0;291,1
0303;68403;011;Zuwendungen des Ministerpräsidenten an überstaatliche Organisationen Europäischer Minderheiten und Volksgruppen;30,0;33,0;33,0
0303;68404;011;"Zuwendung an die ""Föderalistische Union Europäischer Volksgruppen"" (FUEV) für das Projektbüro ""Haus der Minderheiten - Europäisches Informations- und Dokumentationszentrum"" in Flensburg";94,4;0,0;0,0
0303;68405;011;Zuwendungen des Landes Schleswig-Holstein im Rahmen des Bund-Länder-Programms des BMZ zur Bekämpfung der Fluchtursachen in den Herkunftsländern sowie der Krisenbewältigung und -prävention im Zusammenhang mit der Asyl- und Flüchtlingspolitik;0,0;100,0;100,0
0303;68421;187;Kulturelle Arbeit der dänischen Minderheit;491,0;491,0;491,0
0303;68423;187;Nordfriesisches Institut e. V.;360,2;426,0;438,8
0303;68601;187;Zuwendungen an den ADS-Grenzfriedensbund e. V. Arbeitsgemeinschaft Deutsches Schleswig;725,9;725,9;725,9
0303;68603;187;Kulturarbeit der friesischen Volksgruppe;411,3;71,3;71,3
0303;68604;187;Zuwendung an den Friesenrat;15,0;15,0;15,0
0303;68605;187;Kulturarbeit der Nationalen Minderheit Sinti und Roma;17,9;17,9;17,9
0303;68606;187;Förderung der Beratung für Sinti und Roma;216,5;216,5;216,5
0303;68607;187;Zuwendung an das Europäische Zentrum für Minderheitenangelegenheiten (ECMI);454,0;205,0;213,0
0303;68608;187;Förderung des Verbandes deutscher Sinti und Roma, Landesverband Schleswig-Holstein;177,9;283,0;291,1
0303;68703;024;Zuwendungen an den Bund Deutscher Nordschleswiger;353,2;353,2;353,2
0303;89301;024;Zuschuss für Investitionen an den Bund Deutscher Nordschleswiger;46,0;46,0;46,0
0303;89402;187;Zuwendung für die Errichtung eines Kulturzentrums der dänischen Minderheit in Rendsburg-Büdelsdorf;49,5;0,0;0,0
0303;89403;187;Zuwendung des Bundes für den Erweiterungsbau des Nordfriesischen Instituts in Bredstedt;399,0;0,0;0,0
0303;89404;187;"Zuwendung für die Modernisierungs- und Brandschutzmaßnahmen des ""Skipperhuset"" in Tönning";0,0;0,0;0,0
0303;89405;187;"Zuwendung für die Renovierung eines Speichergebäudes des Südschleswigschen Vereins in Flensburg zur Etablierung als ""Haus der Minderheiten""";0,0;0,0;50,0
0304;11906;011;Einnahmen aus dem Verkauf von Broschüren;0,1;1,0;1,0
0304;15371;692;Zinseinnahmen von Kreisen und Gemeinden;0,0;0,0;0,0
0304;17371;692;Darlehensrückflüsse von Kreisen und Gemeinden;6,6;0,0;0,0
0304;23106;422;Erstattungen des Bundes für Projekte der Raumordnung;0,0;5,0;5,0
0304;27107;625;Erstattungen der EU für die Beteiligung an INTERREG-Projekten der Landesplanung;0,0;5,0;5,0
0304;33271;692;Anteil der Freien und Hansestadt Hamburg an Zuweisungen für grenzüberschreitende infrastrukturelle Maßnahmen beider Länder;526,8;600,0;600,0
0304;33371;692;Sonstige Einnahmen;42,3;0,0;0,0
0304;52699;011;Kosten für Sachverständige, Gutachten u.ä.;339,5;860,0;980,0
0304;53105;422;Grundlagen der Landesplanung;16,6;27,0;27,0
0304;53301;422;Ausgaben aufgrund von Werkverträgen oder anderen Auftragsformen;2,0;0,0;0,0
0304;53502;422;Maßnahmen der Landesplanung zur Zukunftsentwicklung;0,0;152,5;452,5
0304;53505;422;Regionalentwicklung;2,5;27,0;27,0
0304;53701;422;Maßnahmen zur Stärkung großräumiger Kooperationen;0,0;0,0;17,9
0304;63201;422;Raumordnungskonferenzen;51,0;68,9;0,0
0304;63202;422;Beteiligung des Landes an der Metropolregion Hamburg;0,0;0,0;51,0
0304;63371;693;Zuweisungen an Kreise, Gemeinden, Zweckverbände und öffentliche Einrichtungen für grenzüberschreitende Maßnahmen in der Metropolregion Hamburg;0,0;0,0;0,0
0304;68601;422;Förderung von Pilotprojekten zur Umsetzung der Landesentwicklungsstrategie;0,0;0,0;0,0
0304;88371;692;Zuweisungen an Kreise, Gemeinden, Zweckverbände und öffentliche Einrichtungen für grenzüberschreitende infrastrukturelle Maßnahmen in der Metropolregion Hamburg;1.101,5;1.200,0;1.200,0
0304;88771;692;Zuweisungen an Zweckverbände;0,0;0,0;0,0
0312;11999;012;Vermischte Einnahmen;0,5;1,0;1,0
0312;26102;012;Erstattung von Verwaltungsausgaben für die Zahlbarmachung von Bezügen für Dritte;183,2;150,0;150,0
0312;26103;012;Erstattung von Verwaltungsausgaben aus dem Inland;5,5;5,5;5,5
0312;35605;851;"Entnahme aus der Rücklage ""Sabbatjahr""";0,0;0,0;0,0
0312;42201;012;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;5.285,0;6.847,7;6.847,7
0312;42701;012;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;492,6;99,0;99,0
0312;42801;012;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;6.628,5;7.794,8;7.568,8
0312;45301;012;Trennungsgeld und Umzugskostenvergütungen;0,0;3,5;3,5
0312;51101;012;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;694,3;511,5;545,0
0312;51401;012;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;2,9;5,2;5,2
0312;51802;012;Mieten und Pachten für Maschinen, Geräte und Fahrzeuge;13,6;30,8;33,4
0312;51899;012;Leasingraten für Kraftfahrzeuge;0,9;0,0;0,0
0312;52501;012;Ausbildung und Fortbildung der Mitarbeiterinnen und Mitarbeiter einschließlich Reisekosten;63,5;94,6;94,6
0312;52601;012;Gerichts- und ähnliche Kosten;0,0;152,0;152,0
0312;52602;012;Arbeitsmedizinische Betreuung und ärztliche Untersuchungen;15,3;30,8;30,8
0312;52699;012;Kosten für Sachverständige, Gutachten u.ä.;0,0;0,0;2,0
0312;52701;012;Dienstreisen;3,9;11,1;11,1
0312;52901;012;Zur Verfügung für den nachgeordneten Bereich;0,0;0,1;0,1
0312;53301;012;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;0,0;0,0;42,0
0312;53401;012;Verlegung von Dienststellen;0,0;0,0;0,0
0312;54601;012;Kosten einer Ländertagung und sonstiger Länder übergreifender Veranstaltungen;0,0;0,0;0,0
0312;54699;012;Vermischte Verwaltungsausgaben, Kassen- und Zahlstellenfehlbeträge;1,3;3,0;13,0
0312;81101;011;Erwerb von Dienstfahrzeugen;0,0;0,0;0,0
0312;81201;012;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen;57,1;71,1;127,5
0312;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";16,4;0,0;0,0
0401;11101;011;Gebühren und tarifliche Entgelte;604,6;199,0;230,0
0401;11102;011;Erstattung von Prozesskosten;0,2;2,5;2,5
0401;11201;011;Geldstrafen, Geldbußen und Gerichtskosten;0,0;1,0;0,0
0401;11901;011;Einnahmen aus Veröffentlichungen;189,6;200,0;190,0
0401;11902;011;Einnahmen der Verwaltungsbereiche des Ministeriums;1,0;2,0;2,0
0401;11903;011;Ablieferungen aus Nebentätigkeiten;0,0;0,0;0,0
0401;11999;011;Vermischte Einnahmen;9,3;3,0;5,0
0401;12102;014;Gewinne aus der Beteiligung des Landes an wirtschaftlichen Unternehmen;0,0;0,0;0,0
0401;13201;011;Erlöse aus der Veräußerung von Kraftfahrzeugen;6,2;0,0;7,7
0401;23102;011;Zuweisungen der Kosten der Bundestagswahl durch den Bund;0,0;0,0;2.600,0
0401;23103;011;Zuweisungen der Kosten der Europawahl durch den Bund;0,0;0,0;0,0
0401;23104;249;Zuweisungen des Bundes nach dem Gräbergesetz;1.053,5;1.053,5;1.053,5
0401;23105;249;Zuweisungen des Bundes für die Pflege der verwaisten jüdischen Friedhöfe;12,7;12,8;12,8
0401;28101;012;Erstattungen von Verwaltungsausgaben in Enteignungsverfahren;11,7;3,0;5,0
0401;28201;011;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen;0,0;0,0;0,0
0401;35605;851;"Entnahme aus der Rücklage ""Sabbatjahr""";2,0;0,0;0,0
0401;35901;851;Entnahme aus der Rücklage Personal;0,0;0,0;0,0
0401;38101;891;Anteile der Fachressorts für Statistiken;10.346,0;0,0;0,0
0401;42101;011;Bezüge der Ministerin bzw. des Ministers;129,0;147,5;147,5
0401;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;6.520,7;2.205,4;1.105,4
0401;42203;011;Anwärterbezüge der Beamtinnen und Beamten im Vorbereitungsdienst;1.731,8;1.480,1;1.761,1
0401;42204;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;717,9;1.088,9
0401;42263;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;0,0;0,0
0401;42264;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;3.121,2;4.010,0;4.010,0
0401;42266;291;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;0,0;0,0;0,0
0401;42701;011;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;13,2;18,2;18,2
0401;42772;012;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;1,9;0,0;0,0
0401;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;3.603,8;3.334,0;3.977,0
0401;42802;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
0401;42863;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;2.249,5;2.304,3;2.304,3
0401;42864;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;998,0;1.170,0;1.170,0
0401;42866;291;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;24,1;29,2;29,2
0401;42901;011;Ausgaben für Besoldungs- und Tariferhöhungen;0,0;44.357,5;44.357,5
0401;45301;011;Trennungsgeld und Umzugskostenvergütungen;0,0;12,2;2,2
0401;45302;011;Trennungsgeld und Umzugskostenvergütungen;0,0;0,0;0,0
0401;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;426,8;445,0;422,3
0401;51161;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;0,0;0,0;0,0
0401;51163;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;11,8;12,0;12,0
0401;51164;047;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;66,0;72,0;74,0
0401;51172;012;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände;16,7;38,0;15,0
0401;51463;011;Verbrauchsmittel, Haltung von Dienstfahrzeugen und dgl.;298,7;418,0;418,0
0401;51464;047;Verbrauchsmittel, Haltung von Dienstfahrzeugen und dgl.;122,2;121,0;126,0
0401;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;41,8;35,0;35,0
0401;51764;047;Bewirtschaftung der Grundstücke, Gebäude und Räume;37,5;25,0;30,0
0401;51802;011;Mieten und Pachten für Maschinen, Geräte und Fahrzeuge;40,1;50,0;50,0
0401;51863;011;Mieten und Pachten für Grundstücke, Gebäude und Räume, Leasingkosten für Dienstkraftfahrzeuge;214,9;231,0;231,0
0401;51864;047;Mieten und Pachten für Grundstücke, Gebäude, Räume und Fahrzeuge;71,1;71,0;73,0
0401;51872;012;Mieten und Pachten für Maschinen, Geräte und Fahrzeuge;0,0;0,0;0,0
0401;52501;011;Aus- und Fortbildung;65,0;100,0;100,0
0401;52502;011;Aus- und Fortbildung;520,9;614,4;614,3
0401;52561;011;Aus- und Fortbildung;11,8;25,3;25,3
0401;52563;011;Aus- und Fortbildung;7,3;10,0;10,0
0401;52564;047;Aus- und Fortbildung;0,0;3,0;2,0
0401;52572;012;Aus- und Fortbildung;10,1;8,0;8,0
0401;52601;011;Gerichts- und ähnliche Kosten;18,6;40,0;40,0
0401;52602;011;Kosten einer Kontaktstelle zur Bekämpfung der Korruption in Schleswig-Holstein;4,8;7,0;7,0
0401;52603;011;Fachbeiräte und ähnliche Ausschüsse;14,8;27,7;27,7
0401;52604;011;Ausgaben in Personalvertretungs- und Schwerbehindertenangelegenheiten;46,0;53,1;52,6
0401;52605;011;Ärztliche Untersuchungen;1,4;2,5;2,5
0401;52606;011;Kosten der Einigungsstelle;0,0;0,5;0,5
0401;52607;011;Ärztliche Untersuchungen;6,7;8,5;8,8
0401;52699;011;Kosten für Sachverständige, Gutachten u.ä.;453,1;120,0;120,0
0401;52701;011;Dienstreisen;55,4;75,0;65,0
0401;52763;011;Dienstreisen;44,9;48,0;48,0
0401;52764;047;Dienstreisen;103,2;126,0;120,0
0401;52772;012;Dienstreisen;0,2;5,0;5,0
0401;52902;011;Zur Verfügung der Ministerin oder des Ministers für Kooperationsmaßnahmen im Ostseeraum, insbesondere mit osteuropäischen Ländern;3,5;10,0;10,0
0401;52910;011;Zur Verfügung des Ministeriums für Repräsentationsaufgaben;3,1;7,6;7,6
0401;53102;013;Öffentlichkeitsarbeit;35,0;0,5;0,5
0401;53103;011;Herausgabe der Verkündungsblätter und anderer Veröffentlichungen;150,4;150,0;150,0
0401;53301;012;Ausgaben aufgrund von Werkverträgen und anderen Vertragsformen;266,5;160,0;115,0
0401;53302;681;Kostenerstattung im Rahmen der Marktüberwachung von Bauprodukten;173,9;200,0;200,0
0401;53303;011;Kostenerstattung von Stichprobenkontrollen nach § 26d der Energieeinsparverordnung;0,0;93,0;0,0
0401;53372;012;Ausgaben aufgrund von Werkverträgen für Betriebsärzte, Sicherheitsingenieure und andere Fachkräfte für Arbeitssicherheit;45,4;54,0;54,0
0401;53402;011;Orden und Ehrenzeichen;1,9;3,0;3,0
0401;53404;011;Veranstaltungen mit Gesellschaften, kommunalen Spitzenverbänden usw.;4,4;2,5;9,0
0401;53461;011;Kosten der Verwaltungsreform und der Modernisierung;0,0;2,0;2,0
0401;53472;314;Gesundheitsförderung;139,8;150,0;150,0
0401;53564;047;Nachrichtendienstliche Ausgaben;306,5;317,0;323,0
0401;53602;012;Beiträge an deutsche Vereine und Gesellschaften;3,0;2,2;3,5
0401;54101;011;Durchführung der Bundestagswahl;0,0;0,0;2.600,0
0401;54102;011;Durchführung der Landtagswahl;0,0;0,0;104,0
0401;54103;011;Durchführung der Europawahl;0,0;0,0;0,0
0401;54104;011;Durchführung der Kommunalwahl;0,0;0,0;275,0
0401;54105;011;Durchführung des Volksabstimmungsgesetzes;0,0;0,0;0,0
0401;54601;011;Kosten einer Ländertagung und sonstiger länderübergreifender Veranstaltungen;0,0;4,5;4,5
0401;54602;011;Ausgaben für Vorhaben aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen;0,0;0,0;0,0
0401;54603;011;Ausgaben im Zusammenhang mit der Überwachung der Einhaltung von Genehmigungen nach dem Glückspielgesetz;0,0;3,3;10,0
0401;54664;047;Kosten einer Ländertagung und sonstiger länderübergreifender Veranstaltungen;0,0;2,0;2,0
0401;54672;012;Sonstige Ausgaben für Arbeitsmedizin und Arbeitssicherheit;18,1;25,0;18,0
0401;54699;011;Vermischte Verwaltungsausgaben, Kassen- und Zahlstellenfehlbeträge;27,9;18,0;18,0
0401;61301;821;Zuweisungen zur Förderung von freiwilligen gemeindlichen Gebietsänderungen;0,0;284,0;212,0
0401;63201;011;Kostenanteil an den Geschäftsstellen der Arbeitsgemeinschaft der Innenministerien der Länder und der Innenministerkonferenz;5,9;5,6;5,6
0401;63205;419;Beitrag für den Normenausschuss Bauwesen im Deutschen Institut für Normung e.V., Berlin;32,9;33,0;33,0
0401;63206;419;Beitrag für die Arbeitsgemeinschaft der für das Bau-, Wohnungs- und Siedlungswesen zuständigen Ministerinnen/Minister der Länder -ARGEBAU-;5,5;9,0;9,0
0401;63207;011;Beiträge für ländereinheitliche Verfahren nach dem Glückspielstaatsvertrag;221,6;22,6;53,2
0401;63266;291;Ausgleichabgabe nach dem Sozialgesetzbuch - Neuntes Buch - (SGB IX);0,0;20,0;20,0
0401;63301;011;Erstattungen an Kreise und kreisfreie Städte für die Durchführung der kommunalen Bürgerbeteiligung;500,0;500,0;500,0
0401;63302;249;Zuweisungen an Kreise und Gemeinden nach dem Gräbergesetz;1.051,1;1.053,5;1.053,5
0401;63303;249;Zuweisungen an Kreise und Gemeinden für die Pflege verwaister jüdischer Friedhöfe;24,4;25,5;25,5
0401;63304;011;Zuweisung für die Durchführung von Stichprobenkontrollen von Energieausweisen und Inspektionsberichten über Klimaanlagen (§26d EnEV);0,0;0,0;82,0
0401;67101;011;Erstattung für die Mitbenutzung der Kantine von Dataport durch die Fachhochschule für Verwaltung und Dienstleistung;23,0;23,0;23,0
0401;68102;019;Ersatzleistungen für Schäden aus Staatshaftung;0,0;2,5;0,0
0401;68501;249;Pflege der Kriegsgräber aus den Jahren 1848 bis 1851 und 1864;3,0;3,0;3,0
0401;68502;011;Kostenanteil des Landes für das Ausbildungszentrum für Verwaltung;722,8;769,0;730,2
0401;68505;681;Anteil an den Kosten des Deutschen Instituts für Bautechnik, Berlin;152,7;190,0;190,0
0401;68506;681;Anteil an den Kosten des Forschungsprogramms bei dem Deutschen Institut für Bautechnik, Berlin;34,0;37,0;37,0
0401;68510;014;Zuschuss an Hamburg für Statistiken der Fachressorts;15.672,0;15.397,0;15.397,0
0401;68564;047;Anteil an den Kosten der Akademie für Verfassungsschutz (AfV);27,6;68,0;60,0
0401;81163;011;Erwerb von Dienstfahrzeugen;26,5;50,0;50,0
0401;81164;047;Erwerb von Fahrzeugen;61,4;114,0;100,0
0401;81201;011;Erwerb von Geräten und sonstigen beweglichen Sachen;19,7;22,0;47,0
0401;81261;011;Erwerb von Geräten und sonstigen beweglichen Sachen;0,0;0,0;0,0
0401;81264;047;Erwerb von Geräten und sonstigen beweglichen Sachen;98,4;7,0;70,0
0401;81272;012;Erwerb von Geräten und sonstigen beweglichen Sachen;0,0;0,0;15,0
0401;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";0,0;0,0;0,0
0401;91901;851;"Zuführung an die Rücklage ""Personal""";0,0;0,0;0,0
0401;97202;881;Globale Minderausgaben;0,0;0,0;0,0
0401;97205;881;Globale Minderausgabe 2015;0,0;0,0;0,0
0401;97206;881;Globale Minderausgabe 2016;0,0;-1.580,9;0,0
0402;11902;322;Rückzahlungen aus der Förderung des außerschulischen Sports;64,7;0,0;0,0
0402;33101;322;Zuweisungen von Bundesmitteln zur Finanzierung/Förderung des Baues von Sportstätten für den Hochleistungssport;120,1;80,0;80,0
0402;38101;891;Einnahmen aus dem Zweckertrag nach dem Gesetz zur Ausführung des Ersten Staatsvertrages zum Glücksspielwesen in Deutschland (Erster GlüÄndStV AG);7.840,0;7.840,0;7.840,0
0402;38103;891;"Einnahmen aus der Zweckabgabe aus der Lotterie ""Die Sieger-Chance"" zur Förderung des Deutschen Olympischen Sportbundes (DOSB)";0,0;0,0;0,0
