PGR,Aggregat,Hst.,Zweckbestimmung,FKZ,BKZ,FBZ,Anschlag 2016,VE Anschlag 2016,Anschlag 2017,VE-Anschlag 2017
03.01.01,AUSG.PERS,0020.44307-3,Kosten für ärztliche Untersuchungen und Verordnungen -Einsatz an ADV-Anlagen usw.- ,011,020,,"1,340",0,"1,380",0
92.02.01,AUSG.PERS,0020.44601-3,Beihilfen für Versorgungsempfänger und dgl.  ,018,900,928,"274,430",0,"285,670",0
03.01.01,AUSG.PERS,0020.45301-0,Trennungsgeld und Umzugskostenvergütungen  ,011,020,,"1,820",0,"1,840",0
03.01.01,AUSG.KONSU,0020.51100-1,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-/Ausrüstungs-/sonst.Gebrauchsgegenstände ",011,020,,"80,330",0,"80,330",0
03.01.01,AUSG.KONSU,0020.51400-0,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.  ",011,020,,"21,000",0,"21,000",0
03.01.01,AUSG.KONSU,0020.51796-4,Fremdleistungen  ,011,020,,"3,500",0,"3,500",0
03.01.01,AUSG.KONSU,0020.51801-4,Mieten und Pachten für Grundstücke  ,011,020,,"4,000",0,"4,000",0
03.01.01,AUSG.KONSU,0020.51850-2,Miet- und Pachtzahlungen an das Sondervermögen Immobilien und Technik ,011,020,,"599,540",0,"599,540",0
03.01.01,AUSG.KONSU,0020.52503-7,Fortbildung von Bediensteten  ,011,020,,"4,000",0,"4,000",0
03.01.01,AUSG.KONSU,0020.52602-5,Kosten für Sachverständige  ,011,020,,"32,700",0,"32,700",0
03.01.01,AUSG.KONSU,0020.52603-3,Prozessbegleitung Klage LFA  ,011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.52701-3,Reisekostenvergütungen  ,011,020,924,"37,100",0,"44,000",0
03.01.01,AUSG.KONSU,0020.52912-1,Zur Verfügung des Senats  ,011,020,,"76,800",0,"76,800",0
03.01.01,AUSG.KONSU,0020.52915-6,Zur Verfügung der Pressestelle des Senats  ,013,020,,550,0,550,0
03.01.01,AUSG.KONSU,0020.53101-0,Kosten für Veröffentlichungen  ,011,020,,"38,200",0,"38,200",0
03.01.01,AUSG.KONSU,0020.53103-7,Protokollarische Veranstaltungen u. Repräsentation  ,011,020,,"33,000",0,"33,000",0
03.01.01,AUSG.KONSU,0020.53110-0,"Informations-, Aufklärungs- und Öffentlichkeits- arbeit im Bereich Integration ",011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.53126-6,Herausgabe eines Pressespiegels  ,013,020,,0,0,"38,000",0
03.01.01,AUSG.KONSU,0020.53127-4,Öffentlichkeitsarbeit der Pressestelle des Senats ,013,020,,"60,500",0,"60,500",0
03.01.01,AUSG.KONSU,0020.53128-2,Ministerpräsidentenkonferenz 2015/2016  ,011,020,,"350,000",0,"20,000",0
03.01.01,AUSG.KONSU,0020.53129-0,Informations- und Kommunikationsplattform MPK  ,011,020,,"4,250",0,"4,250",0
03.01.01,AUSG.KONSU,0020.53130-4,Kosten für den Bremer Rat für Integration  ,011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.53132-0,Restaurierung der Gedenkstätte Auschwitz  ,195,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.53180-0,Bremer Solidaritätspreis  ,011,020,,0,0,"5,000",0
03.01.01,AUSG.KONSU,0020.53261-0,"An Performa Nord, Entgelte für Dienstleistungen  ",012,020,,"15,340",0,"15,350",0
03.01.01,AUSG.KONSU,0020.53271-8,"An Performa Nord, Entgelte für Dienstreise- abrechnungen ",012,020,,"8,140",0,"8,140",0
03.01.01,AUSG.KONSU,0020.53272-6,"An Performa Nord, Entgelte für Postdienst- leistungen ",012,020,,"10,000",0,"10,000",0
03.01.01,AUSG.KONSU,0020.53275-0,Entgelte für Telekommunikationsleistungen  ,011,020,,"5,620",0,"5,620",0
03.01.01,AUSG.KONSU,0020.53276-9,Entgelte für Personaldienstleistungen  ,011,020,,"62,510",0,"83,000",0
03.01.01,AUSG.KONSU,0020.63320-4,Anteilige Kosten der Geschäftsstelle der Metropolregion ,011,020,,"101,000",0,"102,000",0
03.01.01,AUSG.KONSU,0020.63498-7,Zuführung an die Anstalt für Versorgungsvorsorge  ,813,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.68159-4,Ehrensolde  ,011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.68411-9,Zuschüsse für Maßnahmen der nachgehenden Integration ,011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.68415-1,Leistungen an die jüdische Gemeinde  ,244,020,,"445,000",0,"445,000",0
03.01.01,AUSG.KONSU,0020.68428-3,Förderung der Interkulturellen Zusammenarbeit  ,011,020,,0,0,0,0
03.01.01,AUSG.KONSU,0020.68600-6,"Zuwendungen an die ""Nordmedia"" für Zwecke der Filmförderung ",012,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.71901-0,Herstellung von Fernmeldeanlagen  ,011,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.81202-8,Erwerb von Inventar  ,011,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.81205-2,Erwerb von ADV-Geräten (einschl. Arbeits- platzausstattungen) ,011,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.81220-6,"Investive Ausgaben für ""Neue Medien/e-Government""  ",011,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.81233-8,Erwerb von Softwarelizenzen  ,011,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.88310-3,Anteil Bremens für den Fonds der Metropolregion ,011,020,,"260,000",0,"260,000",0
03.01.01,AUSG.RUECK,0020.91901-9,Zuführung an die Budgetrücklage  ,851,020,900,0,0,0,0
03.01.01,AUSG.RUECK,0020.91903-5,Zuführung an die investive Budgetrücklage  ,851,020,900,0,0,0,0
03.01.01,AUSG.RUECK,0020.91904-3,Zuführung an die Rücklage für Versorgungsvorsorge  ,851,020,,0,0,0,0
03.01.01,AUSG.VKONS,0020.98019-2,An Hst. 0901/380 19-8 für Haushaltsverbesserungen im Rahmen des BVW ,892,020,,0,0,0,0
03.01.01,AUSG.VINVE,0020.98041-9,"An Hst. 0950/380 41-1, Erstattung von Kosten im Zusammenhang mit der elektr. Arbeitszeiterfassung ",892,020,,0,0,0,0
03.01.01,AUSG.VINVE,0020.98141-5,"An Hst. 0950/381 41-8, Erstattung von Kosten im Zusammenhang mit der elektr. Arbeitszeiterfassung ",892,020,,0,0,0,0
03.01.01,AUSG.VKONS,0020.98401-5,An Hst. 3020/384 01-7 für die Wahrnehmung von Landesaufgaben ,892,020,,"625,000",0,"625,000",0
03.01.01,AUSG.VKONS,0020.98409-0,"An Hst. 3992/384 50-5, Pauschalanteil an den Kosten des Haftpflichtschadenausgleichs ",892,020,,"6,650",0,"6,650",0
03.01.01,AUSG.VINVE,0020.98490-2,"An Hst. 3041/384 90-4, Impulsgelder für lebens- werte Städte ",892,020,,0,0,0,0
03.01.01,AUSG.INVES,0020.98515-1,"An Hst. 6451/385 03, Impulsgelder für lebenswerte Städte ",891,020,,0,0,0,0
05.90.01,EINN.KONSU,0028.11910-0,Sonstige Verwaltungseinnahmen  ,011,028,,"1,000",,"1,000",
05.90.01,EINN.KONSU,0028.11930-5,Sonstige Verwaltungseinnahmen (EZ)  ,023,028,,0,,0,
05.90.01,EINN.KONSU,0028.11950-0,Anteil der Bediensteten an den Kosten der Firmenkarte ,011,028,,"7,000",,"7,000",
05.90.01,EINN.KONSU,0028.12402-3,Mieten aus Grundstücken  ,011,028,,"45,000",,"45,000",
05.01.01,EINN.KONSU,0028.12521-6,Einnahmen aus Verpflegung und Übernachtung  ,011,028,,"55,000",,"55,000",
05.01.01,EINN.KONSU,0028.23103-2,Vom Bund für verauslagte Reisekosten  ,011,028,,"8,000",,"8,000",
05.90.01,EINN.KONSU,0028.23105-9,Erstattung von Personalkosten durch den Bund (EU)  ,011,028,,0,,0,
05.01.03,EINN.KONSU,0028.23106-7,Vom Bund für Klimapartnerschaften (EZ)  ,023,028,,"125,000",,0,
05.01.03,EINN.KONSU,0028.23108-3,Zuwendungen von Dritten für Projekt Umweltschutz Windhoek/Namibia (EZ) ,011,028,,"26,500",,0,
05.01.03,EINN.KONSU,0028.23110-5,Zuwendung von Dritten für kommunales Partner- schaftsprojekt Durban/Südafrika ,011,028,,"25,110",,"42,980",
05.01.03,EINN.KONSU,0028.23122-9,Vom Bund für die Durchführung der Städtepartnerschaftskonferenz (EZ) ,011,028,,0,,0,
05.90.01,EINN.KONSU,0028.23601-8,Erstattung von Krankenkassen nach dem Aufwendungs- ausgleichsgesetz ,011,028,925,0,,0,
05.01.01,EINN.KONSU,0028.26100-4,Erstattungen von Dritten für verauslagte Veranstaltungskosten ,011,028,,"170,000",,"170,000",
05.01.01,EINN.KONSU,0028.26110-1,Erstattungen von Dritten für verauslagte Personal- kosten ,011,028,,"8,000",,"8,000",
05.01.02,EINN.KONSU,0028.26120-9,Von Dritten für Veranstaltungen und Öffentlichkeitsarbeit (EU) ,011,028,,0,,0,
05.01.02,EINN.KONSU,0028.27123-9,"Zuwendungen der EU für den ""EuroPunktBremen"" (EU)  ",011,028,,"25,000",,"25,000",
05.90.01,EINN.RUECK,0028.35901-2,Entnahme aus der Budgetrücklage  ,851,028,900,0,,0,
05.90.01,EINN.RUECK,0028.35902-0,Entnahme aus der zweckgebundenen Rücklage für Folgeeffekte der Altersteilzeit ,851,028,900,0,,0,
05.90.01,EINN.RUECK,0028.35903-9,Entnahme aus der investiven Budgetrücklage  ,851,028,900,0,,0,
05.90.01,EINN.RUECK,0028.35904-7,Entnahme aus der zweckgebundenen Rücklage für Folgeeffekte der Altersteilzeit (EU) ,851,028,900,0,,0,
05.90.01,EINN.RUECK,0028.35905-5,Entnahme aus der zweckgebundenen Rücklage für Folgeeffekte der Altersteilzeit (EZ) ,851,028,900,0,,0,
05.01.03,EINN.EKONS,0028.38006-2,Von Hst. 0629/980 13-0 für Klimapartnerschaften (EZ) ,892,028,,0,,0,
05.01.03,EINN.EKONS,0028.38106-9,Von Hst. 0629/981 13-6 für Klimapartnerschaften (EZ) ,892,028,,0,,0,
05.01.03,EINN.EKONS,0028.38602-8,Von Hst. 3020/986 02-5 für Klimapartnerschaften (EZ) ,892,028,,0,,0,
05.90.01,EINN.KONSU,0028.38775-0,"Von Hst. 6001/987 01, Erstattung von Personal- ausgaben ",891,028,,0,,0,
05.01.01,AUSG.PERS,0028.42201-6,Bezüge planmäßiger Beamten und Richter  ,011,028,925,"318,160",0,"312,320",0
05.01.01,AUSG.PERS,0028.42209-1,Nachversicherung für ausgeschiedene Beamte  ,011,028,925,"3,900",0,"3,940",0
05.90.01,AUSG.PERS,0028.42210-5,"Bezüge und Nebenleistungen der Beamtinnen,Beamten, Richterinnen und Richter (ZD) ",011,028,925,"250,030",0,"253,300",0
05.01.02,AUSG.PERS,0028.42220-2,Bezüge planmäßiger Beamten und Richter (EU) ,011,028,925,"345,140",0,"340,920",0
05.01.02,AUSG.PERS,0028.42221-0,Bezüge und Nebenleistungen der Beamten und Richter Refinanziert (EU) ,011,028,925,"69,000",0,"69,000",0
05.01.01,AUSG.PERS,0028.42711-5,Entlohnung von nicht ständig beschäftigten Arbeitskräften ,011,028,,"9,650",0,"9,740",0
05.01.02,AUSG.PERS,0028.42720-4,Aufwendungen für nebenamtlich und nebenberuflich Tätige (EU) ,011,028,,"36,360",0,"36,720",0
05.01.01,AUSG.PERS,0028.42801-4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,011,028,,"768,700",0,"752,480",0
05.01.01,AUSG.PERS,0028.42810-3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer Vertretung FHB (Refinanziert) ,011,028,925,0,0,0,0
05.01.01,AUSG.PERS,0028.42815-4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer Vertretung FHB (Altersteilzeit) ,011,028,925,0,0,0,0
05.01.02,AUSG.PERS,0028.42816-2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer Altersteilzeit (EU) ,011,028,925,0,0,0,0
05.01.03,AUSG.PERS,0028.42817-0,Entgelte der Arbeitnehmerinnen und Arbeitnehmer   -Altersteilzeit- (EZ) ,023,028,925,0,0,0,0
05.01.02,AUSG.PERS,0028.42820-0,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (EU) ,011,028,925,"632,410",0,"613,190",0
05.01.03,AUSG.PERS,0028.42830-8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (EZ) ,023,028,925,"130,550",0,"143,580",0
05.90.01,AUSG.PERS,0028.42840-5,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (ZD) ,011,028,,"250,030",0,"253,300",0
92.02.01,AUSG.PERS,0028.43201-1,Versorgungsbezüge der Beamten  ,018,900,925,"984,490",0,"1,000,160",0
92.02.01,AUSG.PERS,0028.43601-7,Versorgungsbezüge nach dem Bremischen Ruhelohngesetz ,018,900,925,0,0,0,0
92.02.01,AUSG.PERS,0028.43801-0,Versorgungsbezüge der Arbeitnehmerinnen und Arbeitnehmer ,018,900,925,"14,490",0,"14,250",0
05.01.01,AUSG.PERS,0028.44101-0,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. ",841,028,928,"11,780",0,"12,130",0
05.01.02,AUSG.PERS,0028.44120-7,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (EU) ",841,028,928,"13,640",0,"14,050",0
05.01.03,AUSG.PERS,0028.44130-4,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (EZ) ",841,028,928,100,0,100,0
05.90.01,AUSG.PERS,0028.44140-1,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. (ZD) ",841,028,928,0,0,0,0
92.02.01,AUSG.PERS,0028.44601-2,Beihilfen für Versorgungsempfänger und dgl.  ,018,900,928,"104,880",0,"109,170",0
05.01.01,AUSG.PERS,0028.45301-9,Trennungsgeld und Umzugskostenvergütungen  ,011,028,,"28,180",0,"28,460",0
05.01.02,AUSG.PERS,0028.45320-5,"Trennungsgeld, Umzugskostenvergütungen (EU) ",011,028,,"30,100",0,"30,400",0
05.90.01,AUSG.PERS,0028.45330-2,"Trennungsgeld oder -entschädigung, Umzugskosten- vergütungen (ZD) ",011,028,,0,0,0,0
05.90.01,AUSG.KONSU,0028.51110-8,Verwaltungsbedarf  ,011,028,,"40,300",0,"69,290",0
05.90.01,AUSG.KONSU,0028.51120-5,Verwaltungsbedarf (EU)  ,011,028,,"12,730",0,"19,230",0
05.90.01,AUSG.KONSU,0028.51130-2,Verwaltungsbedarf (EZ)  ,023,028,,"16,600",0,"23,100",0
05.90.01,AUSG.KONSU,0028.51410-7,Haltung von Fahrzeugen  ,011,028,,"3,000",0,"3,000",0
05.90.01,AUSG.KONSU,0028.51700-9,"Bewirtschaftung der Grundstücke, Gebäude und Räume in Berlin ",011,028,,"165,000",0,"165,000",0
05.90.01,AUSG.KONSU,0028.51720-3,Bewirtschaftungskosten (EU)  ,011,028,,"37,000",0,"37,000",0
05.90.01,AUSG.KONSU,0028.51730-0,Bewirtschaftungskosten (EZ)  ,023,028,,"2,890",0,"3,180",0
05.90.01,AUSG.KONSU,0028.51801-3,Mieten und Pachten für Grundstücke  ,011,028,,"1,100,000",0,"1,100,000",0
05.90.01,AUSG.KONSU,0028.51805-6,Mieten Nachzahlung  ,011,028,,"140,000",0,"140,000",0
05.90.01,AUSG.KONSU,0028.51810-2,Mieten für Kraftfahrzeuge  ,011,028,,"4,400",0,"4,400",0
05.90.01,AUSG.KONSU,0028.51830-7,Mieten und Pachten für Grundstücke (EZ)  ,023,028,,"38,160",0,"38,160",0
05.90.01,AUSG.KONSU,0028.51840-4,Mieten und Pachten für Grundstücke (EU)  ,011,028,,"136,100",0,"136,100",0
05.90.01,AUSG.KONSU,0028.51905-2,Gebäudeunterhaltung  ,011,028,,"33,000",0,"33,000",0
05.90.01,AUSG.KONSU,0028.51908-7,Unterhaltung der Außenanlagen  ,011,028,,"2,200",0,"2,200",0
05.90.01,AUSG.KONSU,0028.52503-6,Fortbildung von Bediensteten  ,011,028,924,"5,000",0,"5,000",0
05.90.01,AUSG.KONSU,0028.52520-6,Fortbildungskosten (EU)  ,011,028,924,"3,000",0,"3,000",0
05.90.01,AUSG.KONSU,0028.52530-3,Fortbildungskosten (EZ)  ,023,028,924,500,0,500,0
05.90.01,AUSG.KONSU,0028.52701-2,Reisekostenvergütungen  ,011,028,924,"16,000",0,"16,000",0
05.01.01,AUSG.KONSU,0028.52703-9,Ausgaben von Reisekosten für den Bund und für Dritte ,011,028,924,"8,000",0,"8,000",0
05.01.02,AUSG.KONSU,0028.52720-9,Reisekostenvergütungen (EU)  ,011,028,924,"31,500",0,"31,500",0
05.01.03,AUSG.KONSU,0028.52730-6,Reisekostenvergütungen (EZ)  ,023,028,924,"3,150",0,"3,150",0
05.90.01,AUSG.KONSU,0028.53103-6,Inventarversicherungen  ,011,028,,800,0,800,0
05.01.01,AUSG.KONSU,0028.53111-7,Kosten für die Ausleihung von Kunst im Haus Bremen ,011,028,,600,0,600,0
05.01.01,AUSG.KONSU,0028.53112-5,Presse- und Öffentlichkeitsarbeit  ,011,028,,"2,000",0,"2,000",0
05.01.01,AUSG.KONSU,0028.53113-3,Veranstaltungen und Repräsentation  ,011,028,,"212,720",0,"212,720",0
05.01.01,AUSG.KONSU,0028.53114-1,Für kulturelle Veranstaltungen  ,011,028,,"5,000",0,"5,000",0
05.01.03,AUSG.KONSU,0028.53120-6,Öffentlichkeitsarbeit (EZ)  ,023,028,,"4,760",0,"4,760",0
05.01.03,AUSG.KONSU,0028.53130-3,Aus- und Fortbildung von Fach- und Führungs- kräften der Entwicklungsländer (EZ) ,023,028,,0,0,0,0
05.01.03,AUSG.KONSU,0028.53131-1,Maßnahmen zur Förderung der Zusammenarbeit mit Entwicklungsländern (EZ) ,023,028,,0,0,0,0
05.01.03,AUSG.KONSU,0028.53132-0,"Maßnahmen zu ""Fairer Handel"" (EZ)  ",023,028,,0,0,0,0
05.01.01,AUSG.KONSU,0028.53133-8,Bewirtschaftung der Übernachtungszimmer  ,011,028,,"4,500",0,"4,500",0
05.90.01,AUSG.KONSU,0028.53220-2,Sonstige konsumtive Sachausgaben (EU)  ,011,028,,500,0,500,0
05.01.02,AUSG.KONSU,0028.53221-0,"Veranstaltungen, Veröffentlichungen u.ä. Ausgaben (EU) ",011,028,,0,0,0,0
05.01.03,AUSG.KONSU,0028.53222-9,Ausgaben für die Durchführung der Städtepartnerschaftskonferenz (EZ) ,011,028,,0,0,0,0
05.01.02,AUSG.KONSU,0028.53223-7,"Veranstaltungen, Veröffentlichungen u.ä. Ausgaben (EU) Bremen ",011,028,,"18,000",0,"18,000",0
05.01.02,AUSG.KONSU,0028.53224-5,"Veranstaltungen, Veröffentlichungen u.ä. Ausgaben (EU) Brüssel ",011,028,,"28,000",0,"28,000",0
05.01.02,AUSG.KONSU,0028.53225-3,Sonstige Ausgaben fuer den EuroPunktBremen (EU)  ,011,028,924,"25,000",0,"25,000",0
05.01.02,AUSG.KONSU,0028.53242-3,Nordseekommission-Konferenzorganisation (EU)  ,011,028,,0,0,0,0
05.01.02,AUSG.KONSU,0028.53243-1,EMK-Vorsitz 2013/2014 (EU)  ,011,028,924,0,0,0,0
05.90.01,AUSG.KONSU,0028.53250-4,Sonstige konsumtive Ausgaben (EZ)  ,023,028,,500,0,500,0
05.90.01,AUSG.KONSU,0028.53261-0,"An Performa Nord, Entgelte für Dienstleistungen  ",012,028,,"6,120",0,"6,110",0
05.90.01,AUSG.KONSU,0028.53262-8,"An Performa Nord, Entgelte für Dienstleistungen (EU) ",011,028,,"3,140",0,"3,150",0
05.90.01,AUSG.KONSU,0028.53263-6,"An Performa Nord, Entgelte für Dienstleistungen (EZ) ",023,028,,730,0,740,0
05.90.01,AUSG.KONSU,0028.53267-9,"An Performa Nord, Entgelte für Dienstleistungen (Wahlleistungen) ",012,028,,"1,600",0,"1,600",0
05.90.01,AUSG.KONSU,0028.53268-7,"An Performa Nord, Entgelte für Dienstleistungen (Wahlleistung) (EU) ",011,028,,"2,500",0,"2,500",0
05.90.01,AUSG.KONSU,0028.53269-5,"An Performa Nord, Entgelte für Dienstleistungen (Wahlleistung) (EZ) ",011,028,,350,0,350,0
05.90.01,AUSG.KONSU,0028.53280-6,Entgelte für TuI-Dienstleistungen  ,011,028,,0,0,0,0
05.90.01,AUSG.KONSU,0028.53909-6,Stellenausschreibungen  ,011,028,,0,0,0,0
05.90.01,AUSG.KONSU,0028.53910-0,Kosten für Vorstellungsreisen  ,011,028,,0,0,0,0
05.90.01,AUSG.KONSU,0028.53933-9,Kosten für Lizenzen für Software sowie Wartung und Pflege ,012,028,,0,0,0,0
05.90.01,AUSG.KONSU,0028.53950-9,Kosten der Firmenkarte  ,011,028,,"7,000",0,"7,000",0
05.90.01,AUSG.KONSU,0028.53999-1,Vermischte Verwaltungsausgaben  ,011,028,,500,0,500,0
05.01.02,AUSG.KONSU,0028.63220-7,Kostenanteil für den Beobachter der Länder (EU)  ,011,028,,"5,000",0,"5,000",0
05.90.01,AUSG.KONSU,0028.63401-3,Zuführung an die Rücklage für Versorgungsvorsorge  ,011,028,,0,0,0,0
05.01.02,AUSG.KONSU,0028.68520-3,Mitgliedsbeiträge für Europaangelegenheiten (EU)  ,011,028,,"19,500",0,"19,500",0
05.01.03,AUSG.KONSU,0028.68610-2,Maßnahmen zur Förderung der Zusammenarbeit mit Entwicklungsländern (EZ) ,023,028,,"235,470",0,"236,970",0
05.01.03,AUSG.KONSU,0028.68611-0,"Maßnahmen zu ""Fairer Handel"" (EZ)  ",023,028,,"15,000",0,"15,000",0
05.01.03,AUSG.KONSU,0028.68612-9,Aus- und Fortbildung von Fach- und Führungskräften der Entwicklungsländer (EZ) ,023,028,,"168,000",0,"168,000",0
05.01.03,AUSG.KONSU,0028.68706-0,An Dritte für Klimapartnerschaften (EZ)  ,023,028,,"125,000",0,0,0
05.01.03,AUSG.KONSU,0028.68708-7,Projekt Umweltschutz Windhoek/Namibia (EZ)  ,011,028,,"26,500",0,0,0
05.01.03,AUSG.KONSU,0028.68710-9,Maßnahmen zur Förderung der Zusammenarbeit mit Entwicklungsländern - Ausland -  (EZ) ,023,028,,"13,500",0,"12,000",0
05.01.03,AUSG.KONSU,0028.68711-7,Kommunales Partnerschaftprojekt Durban/Südafrika  ,011,028,,"25,110",0,"42,980",0
05.90.01,AUSG.INVES,0028.70005-9,"Kleine Um- und Erweiterungsbauten, größere Instandsetzungen ",011,028,,"30,000",0,"30,000",0
05.90.01,AUSG.INVES,0028.70020-2,Kleine Um- und Erweiterungsbauten (EU)  ,011,028,,0,0,0,0
05.90.01,AUSG.INVES,0028.81215-9,"Erwerb von Maschinen, Geräten, Inventar und ADV-Anlagen ",011,028,,"28,000",0,"28,000",0
05.90.01,AUSG.INVES,0028.81240-0,"Erwerb von Maschinen, Geräten, Inventar und ADV-Anlagen (EU) ",011,028,,"17,000",0,"17,000",0
05.90.01,AUSG.INVES,0028.81250-7,"Erwerb von Maschinen, Geräten, Inventar und ADV- Anlagen (EZ) ",023,028,,"3,000",0,"3,000",0
05.90.01,AUSG.RUECK,0028.91901-8,Zuführung an die Budgetrücklage  ,851,028,900,0,0,0,0
05.90.01,AUSG.RUECK,0028.91903-4,Zuführung an die investive Budgetrücklage  ,851,028,900,0,0,0,0
05.90.01,AUSG.RUECK,0028.91924-7,Zuführung an die zweckgebundene Rücklage für Folgeeffekte der Altersteilzeit (EU) ,851,028,900,0,0,0,0
05.90.01,AUSG.RUECK,0028.91925-5,Zuführung an die zweckgebundene Rücklage für Folgeeffekte der Altersteilzeit (EZ) ,851,028,900,0,0,0,0
05.01.01,AUSG.VINVE,0028.98041-8,"An Hst. 0950/380 41-1, Erstattung von Kosten im Zusammenhang mit der elektr. Arbeitszeiterfassung ",892,028,,0,0,0,0
05.90.01,AUSG.VINVE,0028.98141-4,"An Hst. 0950/381 41-8, Erstattung von Kosten im Zusammenhang m.d.elektr. Arbeitszeiterfassung (ZD) ",892,028,,"1,260",0,"1,260",0
05.90.01,AUSG.VKONS,0028.98409-0,"An Hst. 3992/384 50-5, Pauschalanteil an den Kosten des Haftpflichtschadenausgleichs ",892,028,,"1,180",0,"1,180",0
06.01.01,EINN.KONSU,0029.11200-2,Geldstrafen und Geldbußen (einschl. der damit zu- sammenhängenden Gerichts- u. Verwaltungskosten) ,011,029,,0,,0,
06.01.01,EINN.KONSU,0029.11900-7,Sonstige Verwaltungseinnahmen  ,011,029,,0,,0,
06.01.01,EINN.RUECK,0029.35901-6,Entnahme aus der Budgetrücklage  ,851,029,900,0,,0,
06.01.01,EINN.RUECK,0029.35902-4,Entnahme aus der zweckgebundenen Rücklage für Folgeeffekte der Altersteilzeit ,851,029,,0,,0,
06.01.01,EINN.RUECK,0029.35903-2,Entnahme aus der investiven Budgetrücklage  ,851,029,900,0,,0,
06.01.01,AUSG.PERS,0029.42201-0,Bezüge planmäßiger Beamten und Richter  ,011,029,925,"463,830",0,"458,450",0
06.01.01,AUSG.PERS,0029.42205-2,Bezüge planmäßiger Beamten und Richter -temporäre Personalmittel- ,011,029,,"50,000",0,"50,000",0
06.01.01,AUSG.PERS,0029.42209-5,Nachversicherung für ausgeschiedene Beamte  ,011,029,925,"1,400",0,"1,410",0
06.01.01,AUSG.PERS,0029.42271-0,Bezüge planmäßiger Beamten und Richter (Altersteilzeit) ,011,029,925,0,0,0,0
06.01.01,AUSG.PERS,0029.42801-8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer  ,011,029,925,"360,810",0,"353,270",0
06.01.01,AUSG.PERS,0029.42871-9,Entgelte der Arbeitnehmerinnen und Arbeitnehmer (Altersteilzeit) ,011,029,925,0,0,0,0
92.02.01,AUSG.PERS,0029.43201-5,Versorgungsbezüge der Beamten  ,018,900,925,"217,310",0,"220,630",0
06.01.01,AUSG.PERS,0029.44101-4,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl. ",841,029,928,"17,200",0,"17,720",0
06.01.01,AUSG.PERS,0029.44307-6,Kosten für ärztliche Untersuchungen und Verordnungen -Einsatz an ADV-Anlagen usw.- ,011,029,,210,0,220,0
92.02.01,AUSG.PERS,0029.44601-6,Beihilfen für Versorgungsempfänger und dgl.  ,018,900,928,"83,680",0,"87,110",0
06.01.01,AUSG.KONSU,0029.51100-4,"Geschäftsbedarf, Kommunikation, Geräte, Aus- stattungs-/Ausrüstungs-/sonst.Gebrauchsgegenstände ",011,029,,"29,970",0,"31,260",0
06.01.01,AUSG.KONSU,0029.51700-2,"Bewirtschaftung der Grundstücke, Gebäude und Räume  ",011,029,,"16,000",0,"16,000",0
06.01.01,AUSG.KONSU,0029.51800-9,Mieten und Pachten  ,011,029,,"40,000",0,"40,000",0
06.01.01,AUSG.KONSU,0029.51900-5,Unterhaltung der Grundstücke und baulichen Anlagen  ,011,029,,100,0,100,0
06.01.01,AUSG.KONSU,0029.52500-5,Aus- und Fortbildung  ,011,029,924,"5,500",0,"5,500",0
06.01.01,AUSG.KONSU,0029.52600-1,"Sachverständige, Gerichts- und ähnliche Kosten  ",011,029,,0,0,0,0
06.01.01,AUSG.KONSU,0029.52700-8,Dienstreisen  ,011,029,924,"16,000",0,"16,000",0
06.01.01,AUSG.KONSU,0029.52900-0,Verfügungsmittel  ,011,029,,300,0,300,0
06.01.01,AUSG.KONSU,0029.53101-3,Kosten für Veröffentlichungen  ,011,029,,"3,000",0,"3,000",0
06.01.01,AUSG.KONSU,0029.53112-9,Vorsitz der Datenschutzaufsichtsbehörden  ,011,029,,0,0,0,0
06.01.01,AUSG.KONSU,0029.53261-3,"An Performa Nord, Entgelte für Dienstleistungen  ",012,029,,"3,120",0,"3,130",0
