Profitcenter;Objektnr.;Bezeichnung;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017;VE 2018;Plan 2018;Plan 2019;Plan 2020;Plan 2021;Plan 2022
10201;1.100.01.02.01;Organisationsangelegenh. und Datenschutz;58110000;Aufwendungen aus internen Leistungsbez.;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;41420000;Zuw. u. Zuschüsse f. laufende Zwecke Gem;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;41610000;Erträge aus  SoPO-Auflösung aus Zuweisun;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44210000;Erträge aus Verkauf;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44830002;Ertr. VHS-Zweckverband f. Dienstl. der V;-12.000,00;-20.000,00;-20.000,00;-20.000,00;0,00;-20.000,00;-20.000,00;-20.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44851000;Kostenerstattung  ASG für erbrachte Leis;-165.000,00;-180.000,00;-180.000,00;-180.000,00;0,00;-180.000,00;-180.000,00;-180.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44853000;Kostenerstattung Wesel Marketing;-22.399,71;-26.134,02;-25.000,00;-27.000,00;0,00;-27.000,00;-27.000,00;-27.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44871000;Erträge von Dienstleistungen;-757,32;-734,52;-1.000,00;-1.000,00;0,00;-1.000,00;-1.000,00;-1.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44872000;Erträge Privatkopien/Kopien Dritter;-1.247,62;-1.131,81;-2.000,00;-1.500,00;0,00;-1.500,00;-1.500,00;-1.500,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;44873000;Erträge Privatgespräche/Telefongespr. Dr;-3.063,98;-4.040,35;-3.000,00;-3.000,00;0,00;-3.000,00;-3.000,00;-3.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;45910000;andere sonstige ordentliche Erträge;-21,30;-1.054,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;45910005;Ersatz für Schadensfälle;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;48110000;Erträge aus internen Leistungsbeziehunge;-1.950.271,00;-1.950.271,00;-1.950.271,00;-1.950.271,00;0,00;-1.950.271,00;-1.950.271,00;-1.950.271,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;48111000;Kostenerstattung Gebührenhaushalte;-33.322,00;-34.013,00;-34.013,00;-34.013,00;0,00;-34.013,00;-34.013,00;-34.013,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50000000;Planung Personalaufwendungen;0,00;0,00;536.627,34;620.929,53;0,00;629.672,44;638.579,76;647.653,95;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50110000;Bezüge Beamte;235.973,85;234.923,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50120000;Vergütungen tariflich Beschäftigte;159.759,22;181.818,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50220000;Beiträge Versorgungskassen tariflich Bes;14.957,85;14.258,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;31.446,74;36.301,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50510000;Rückstellungen für Pensionsverpflichtung;86.841,24;0,00;29.854,38;32.155,28;0,00;32.155,28;32.155,28;32.155,28;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;50610000;Rückstellungen für Beihilfen;29.491,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;51000000;Planung Versorgungsaufwendungen;0,00;0,00;72.062,29;77.616,19;0,00;79.833,80;82.051,40;84.269,01;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;52110000;Unterhaltung der Grundstücke und baulich;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;52150000;Instandhaltung der Grundstücke u. baulic;0,00;0,00;5.000,00;5.000,00;0,00;5.000,00;5.000,00;5.000,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;54121000;ADV-Fortbildung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;54123000;Fort- und Weiterbildung, Dienstreisen;4.026,35;1.227,65;1.500,00;1.500,00;0,00;1.500,00;1.500,00;1.500,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;54310000;Geschäftsaufwendungen;30,00;215,26;500,00;500,00;0,00;500,00;500,00;500,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;55133000;Zinsen für Finanzierung durch KRZN;5.109,59;1.895,77;5.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;57110009;Abschreibungen auf Sachanlagen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;57118009;Abschreibungen auf GWG manuelle Planung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;58110000;Aufwendungen aus internen Leistungsbez.;83.016,00;83.016,00;83.016,00;83.016,00;0,00;83.016,00;83.016,00;83.016,00;0,00;0,00
10202;1.100.01.02.02;Informationstechnik;79299000;Tilgung Investitionskredite;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;41610000;Erträge aus  SoPO-Auflösung aus Zuweisun;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;44830002;Ertr. VHS-Zweckverband f. Dienstl. der V;-285,00;-396,00;-396,00;-396,00;0,00;-396,00;-396,00;-396,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;44851000;Kostenerstattung  ASG für erbrachte Leis;-5.700,00;-5.700,00;-5.700,00;-5.700,00;0,00;-5.700,00;-5.700,00;-5.700,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;44851200;Kostenerstattung ASG für erbr. Leist., D;-12.000,00;-12.000,00;-12.000,00;-12.000,00;0,00;-12.000,00;-12.000,00;-12.000,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;44872000;Erträge Privatkopien/Kopien Dritter;0,00;0,00;-25,00;-25,00;0,00;-25,00;-25,00;-25,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;45910000;andere sonstige ordentliche Erträge;-83,72;0,00;-100,00;-100,00;0,00;-100,00;-100,00;-100,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;48110000;Erträge aus internen Leistungsbeziehunge;-452.725,00;-452.725,00;-452.725,00;-452.725,00;0,00;-452.725,00;-452.725,00;-452.725,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;48111000;Kostenerstattung Gebührenhaushalte;-8.295,00;-31.420,00;-31.420,00;-31.420,00;0,00;-31.420,00;-31.420,00;-31.420,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50000000;Planung Personalaufwendungen;0,00;0,00;219.131,40;233.333,90;0,00;236.619,32;239.966,53;243.376,44;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50110000;Bezüge Beamte;42.049,04;43.171,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50120000;Vergütungen tariflich Beschäftigte;145.068,05;138.403,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50220000;Beiträge Versorgungskassen tariflich Bes;11.210,27;11.525,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;29.450,92;27.225,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50510000;Rückstellungen für Pensionsverpflichtung;15.474,56;0,00;12.191,01;12.083,36;0,00;12.083,36;12.083,36;12.083,36;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;50610000;Rückstellungen für Beihilfen;5.255,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;51000000;Planung Versorgungsaufwendungen;0,00;0,00;29.426,58;29.166,74;0,00;30.000,07;30.833,41;31.666,74;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;52510001;Betriebskosten Botenfahrzeug und Dienstf;1.467,92;1.388,19;1.500,00;1.500,00;0,00;1.500,00;1.500,00;1.500,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;52510002;Kfz-Steuer und Versicherungen;884,51;755,95;900,00;900,00;0,00;900,00;900,00;900,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;52550003;Unterhaltung Inventar und Maschinen;1.139,70;1.757,04;1.500,00;1.500,00;0,00;1.500,00;1.500,00;1.500,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;54123000;Fort- und Weiterbildung, Dienstreisen;235,59;15,63;100,00;100,00;0,00;100,00;100,00;100,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;54310000;Geschäftsaufwendungen;287,44;0,00;1.000,00;1.000,00;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;54311000;Porto;143.429,22;220.219,01;165.000,00;210.000,00;0,00;210.000,00;210.000,00;210.000,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;54319100;Papier für den Verwaltungsbedarf, Briefu;19.519,77;20.914,91;21.000,00;22.000,00;0,00;26.000,00;26.000,00;26.000,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;57110009;Abschreibungen auf Sachanlagen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;57118009;Abschreibungen auf GWG manuelle Planung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10203;1.100.01.02.03;Postdienste und Druckerei;58110000;Aufwendungen aus internen Leistungsbez.;50.518,00;50.518,00;50.518,00;50.518,00;0,00;50.518,00;50.518,00;50.518,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;41612000;Erträge aus  SoPO-Auflösung aus Zuweisun;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;42910000;Andere sonstige Transfererträge;-1.233,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44800005;Zuweisungen v. Bund (bundeszuschuss gem.;0,00;0,00;-2.000,00;-2.000,00;0,00;-2.000,00;-2.000,00;-2.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44810000;Erträge aus Kostenerstattungen etc. Land;0,00;-211.450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44830002;Ertr. VHS-Zweckverband f. Dienstl. der V;-10.390,00;-10.390,00;-10.390,00;-10.390,00;0,00;-10.390,00;-10.390,00;-10.390,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44840006;Erträge für Pensionsrücklage;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44851000;Kostenerstattung  ASG für erbrachte Leis;-40.037,00;-41.613,00;-42.500,00;-41.613,00;0,00;-41.613,00;-41.613,00;-41.613,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44851100;Erstattungen Personalausgaben;-445.382,67;-299.852,08;-540.000,00;-525.000,00;0,00;-500.000,00;-500.000,00;-500.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44853000;Kostenerstattung Wesel Marketing;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44854000;Erstattungen Personalnebenkosten;0,00;-5.551,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44870000;Erträge aus Kostenerstattungen etc. priv;-4.440,34;-7.859,46;-7.500,00;-5.000,00;0,00;-5.000,00;-5.000,00;-5.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44880007;Erstattunge v. Dienstbezügen (Schadeners;-524.392,74;-433.100,72;-190.000,00;-190.000,00;0,00;-190.000,00;-190.000,00;-190.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;44880009;Verwaltungskostenbeitrag der Gewerkschaf;0,00;0,00;-65,00;-65,00;0,00;-65,00;-65,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45010000;Sonstige ordentliche Erträge;-843.411,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45820000;Erträge aus der Herab. o. Auflös. v Rück;-576.622,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45829000;Erträge aus der Auflösung sonstiger Rück;-12.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45910000;andere sonstige ordentliche Erträge;-5.603,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45910005;Ersatz für Schadensfälle;0,00;-6.162,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;45910011;Abführung von Nebeneinkünften;-3.850,00;-13.180,24;-5.000,00;-5.000,00;0,00;-5.000,00;-5.000,00;-5.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;46180000;Zinserträge vom Sonstiger inländischer B;-29,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;48110000;Erträge aus internen Leistungsbeziehunge;-209.298,00;-209.298,00;-209.298,00;-209.298,00;0,00;-209.298,00;-209.298,00;-209.298,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;48111000;Kostenerstattung Gebührenhaushalte;-76.520,00;-73.310,00;-73.310,00;-73.310,00;0,00;-73.310,00;-73.310,00;-73.310,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50000000;Planung Personalaufwendungen;0,00;0,00;562.216,44;665.506,04;0,00;674.876,60;684.423,38;694.149,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50110000;Bezüge Beamte;379.704,11;377.275,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50120000;Vergütungen tariflich Beschäftigte;204.577,68;373.483,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50220000;Beiträge Versorgungskassen tariflich Bes;34.202,83;31.870,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50300000;Unfallversicherung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;83.949,56;74.974,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50410000;Beihilfen und Unterstützungsleistungen f;0,00;191,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50510000;Rückstellungen für Pensionsverpflichtung;74.686,72;0,00;31.277,98;34.463,71;0,00;34.463,71;34.463,71;34.463,71;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;50610000;Rückstellungen für Beihilfen;47.455,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;51000000;Planung Versorgungsaufwendungen;0,00;0,00;75.498,58;83.188,25;0,00;85.565,06;87.941,87;90.318,68;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;53137000;Beitrag für das Niederrheinische Institu;19.482,94;21.062,47;18.000,00;22.000,00;0,00;22.000,00;22.000,00;22.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54119999;Sonstige Personalaufwendungen;0,00;1.057,45;19.500,00;19.500,00;0,00;19.500,00;19.500,00;19.500,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54120002;Ausbildung;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54123000;Fort- und Weiterbildung, Dienstreisen;2.013,69;7.758,38;2.500,00;2.500,00;0,00;2.500,00;2.500,00;2.500,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54140003;Ausbildung, Lohnausfälle, Auslagenersatz;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54310000;Geschäftsaufwendungen;17.995,08;42.192,82;15.500,00;15.500,00;0,00;15.500,00;15.500,00;15.500,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54313000;Mitgliedsbeiträge;27.634,99;27.612,27;28.600,00;30.000,00;0,00;30.000,00;30.000,00;30.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54319036;Fahrtkosten Arge/Kreisleitstelle;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54410000;Steuern, Versicherungen, Schadenfälle;73,32;73,85;5.000,00;5.000,00;0,00;5.000,00;5.000,00;5.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;54413000;Versicherungen;82.958,30;87.239,86;83.000,00;90.000,00;0,00;90.000,00;90.000,00;90.000,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;57110009;Abschreibungen auf Sachanlagen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10301;1.100.01.03.01;Personal und Organisation;58110000;Aufwendungen aus internen Leistungsbez.;273.849,00;273.849,00;273.849,00;273.849,00;0,00;273.849,00;273.849,00;273.849,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;48110000;Erträge aus internen Leistungsbeziehunge;-595.587,00;-595.587,00;-595.587,00;-595.587,00;0,00;-595.587,00;-595.587,00;-595.587,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50000000;Planung Personalaufwendungen;0,00;0,00;551.361,93;478.812,26;0,00;487.582,27;494.479,59;501.506,12;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50110000;Bezüge Beamte;135.554,50;105.083,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50120000;Vergütungen tariflich Beschäftigte;139.809,74;152.871,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50220000;Beiträge Versorgungskassen tariflich Bes;10.452,81;11.564,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;27.829,93;30.495,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50510000;Rückstellungen für Pensionsverpflichtung;49.885,70;0,00;30.674,11;24.899,21;0,00;24.899,21;24.899,21;24.899,21;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;50610000;Rückstellungen für Beihilfen;16.941,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;51000000;Planung Versorgungsaufwendungen;0,00;0,00;74.040,96;60.101,53;0,00;61.818,72;63.535,91;65.253,09;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;54123000;Fort- und Weiterbildung, Dienstreisen;82.196,76;65.977,18;65.000,00;150.000,00;0,00;100.000,00;100.000,00;100.000,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;54310000;Geschäftsaufwendungen;1.871,04;133,14;10.000,00;3.000,00;0,00;3.000,00;3.000,00;3.000,00;0,00;0,00
10302;1.100.01.03.02;Auszubildende und ZbV-Kräfte;58110000;Aufwendungen aus internen Leistungsbez.;256.475,00;256.475,00;256.475,00;256.475,00;0,00;256.475,00;256.475,00;256.475,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;43110000;Verwaltungsgebühren;-212,00;-325,00;-200,00;-200,00;0,00;-200,00;-200,00;-200,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;43111000;Verwaltungskostenbeitrag der Stiftungen;-1.819,92;0,00;-11.000,00;-11.000,00;0,00;-11.000,00;-11.000,00;-11.000,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;48110000;Erträge aus internen Leistungsbeziehunge;-188.763,00;-188.763,00;-188.763,00;-188.763,00;0,00;-188.763,00;-188.763,00;-188.763,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;48111000;Kostenerstattung Gebührenhaushalte;-23.652,00;-27.089,00;-27.089,00;-27.089,00;0,00;-27.089,00;-27.089,00;-27.089,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50000000;Planung Personalaufwendungen;0,00;0,00;151.111,75;171.861,37;0,00;174.281,24;176.746,61;179.258,17;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50110000;Bezüge Beamte;55.095,84;49.830,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50120000;Vergütungen tariflich Beschäftigte;32.336,92;42.062,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50220000;Beiträge Versorgungskassen tariflich Bes;2.636,42;3.399,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50320000;Beiträge gesetzl.Sozialvers.tariflich Be;6.094,95;7.876,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50410000;Beihilfen und Unterstützungsleistungen f;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50510000;Rückstellungen für Pensionsverpflichtung;20.275,94;0,00;8.406,85;8.899,96;0,00;8.899,96;8.899,96;8.899,96;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;50610000;Rückstellungen für Beihilfen;6.885,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;51000000;Planung Versorgungsaufwendungen;0,00;0,00;20.292,40;21.482,67;0,00;22.096,46;22.710,25;23.324,04;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;51210000;Beitr. Versorgungsk. Versorgungsempfänge;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10401;1.100.01.04.01;Haushaltsplanung;51410000;Beihilfen, Unterstützl. für Versorgungse;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
