Kapitel,Bezeichnung,TGr.,Bezeichnung,Titel,FZ,Zweckbestimmung,Ansatz 2016 in EUR,Ansatz 2017 in EUR,Ansatz 2018 in EUR
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",51162,291,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",,2500,5000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",51862,291,"Mieten und Pachten für Büroräume, Geräte, Maschinen und Fahrzeuge",,12000,15000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",52562,291,"Aus- und Fortbildung, Lehr- und Lernmittel",,1000,2500
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",52662,291,"Sachverständige, Gerichts- und ähnliche Kosten",,500,1000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",52762,291,Reisekostenvergütungen für Dienstreisen,,500,2000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",53162,291,Öffentlichkeitsarbeit,,3000,4000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",54662,291,Sonstiges,,1200,4500
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,99,Kosten der Datenverarbeitung,51199,011,"Geräte, Ausstattungs- und Ausrüstungsgegenstände sowie Entgelte für Kommunikation",8000,12000,10000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,99,Kosten der Datenverarbeitung,51899,011,Mieten,0,3500,3500
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,99,Kosten der Datenverarbeitung,52599,011,"Aus- und Fortbildung, Lehr- und Lernmittel",400,1000,1000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,99,Kosten der Datenverarbeitung,53899,011,Sonstige Dienstleistungen und Gestattungen,5000,3000,3000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,60,Hilfen für ehemalige Heimkinder der DDR,63360,291,Zuwendungen für regionale Beratungsangebote öffentlicher Träger,0,0,0
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,60,Hilfen für ehemalige Heimkinder der DDR,68460,291,Zuwendungen für regionale Beratungsangebote freier Träger,0,0,0
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,61,"Unterstützung von Opfervereinen und -verbänden, Lagergemeinschaften, Aufarbeitungs-
initiativen und einmalige Hilfen an ehemals politisch Verfolgte, die nach den SED-Unrechtsbereinigungsgesetzen rehabilitiert wurden",68161,291,"Wiedergutmachungsleistungen, Unterstützungen und sonstige Geldleistungen an natürliche Personen",30000,50000,50000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,61,"Unterstützung von Opfervereinen und -verbänden, Lagergemeinschaften, Aufarbeitungs-
initiativen und einmalige Hilfen an ehemals politisch Verfolgte, die nach den SED-Unrechtsbereinigungsgesetzen rehabilitiert wurden",68461,291,"Zuwendungen für Opfervereine und -verbände, Lagergemeinschaften und Aufarbeitungsinitiativen",60000,60000,60000
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,,,81210,011,Erwerb von Geräten und sonstigen beweglichen Sachen,0,0,0
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,62,"Hilfen für Menschen, die als Kinder und Jugendliche in stationären Einrichtungen der Behindertenhilfe oder in stationären psychiatrischen Einrichtungen der DDR Leid und Unrecht erfahren haben",81262,291,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen im Inland zur erstmaligen Einrichtung",,13500,0
01040,Beauftragte des Landes Brandenburg zur Aufarbeitung der Folgen der kommunistischen Diktatur    ,99,Kosten der Datenverarbeitung,81299,011,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen, sonstigen Gebrauchsgegenständen",9500,8000,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,11910,011,Sonstige Verwaltungseinnahmen,7900,7900,7900
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,11915,011,Rückflüsse aus Zuwendungen,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,13210,011,Veräußerung von beweglichen Sachen,300,300,300
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,13220,011,Erlöse aus der Veräußerung von Gastgeschenken,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",66,Förderung von Maßnahmen zur Entwicklung der demokratischen Kultur und zur Prävention von Gewalt und Fremdenfeindlichkeit ,11966,011,Rückflüsse und Zinseinnahmen aus Zuwendungen aus Bundeszuweisungen für Maßnahmen zur Entwicklung demokratischer Kultur und zur Prävention von Gewalt und Fremdenfeindlichkeit,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",74,"Feierlichkeiten zum ""Tag der Deutschen Einheit""",11974,011,Sonstige Verwaltungseinnahmen,,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,23110,011,Sonstige Zuweisungen vom Bund,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,23510,011,Sonstige Zuweisungen von Sozialversicherungsträgern sowie von der Bundesanstalt für Arbeit,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,26110,011,Erstattungen von Verwaltungsausgaben aus dem Inland,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,28210,011,Sponsoringleistungen und Spenden aus dem Inland,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,28610,011,Sonstige Erstattungen aus dem Ausland,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,28710,011,Sonstige Zuschüsse aus dem Ausland,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",64,Umsetzung der Altersteilzeitarbeit,23564,011,Erstattungen der Bundesagentur für Arbeit,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",66,Förderung von Maßnahmen zur Entwicklung der demokratischen Kultur und zur Prävention von Gewalt und Fremdenfeindlichkeit ,23166,011,Zuweisungen des Bundes für Maßnahmen zur Entwicklung demokratischer Kultur und zur Prävention von Gewalt und Fremdenfeindlichkeit,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",74,"Feierlichkeiten zum ""Tag der Deutschen Einheit""",23174,011,Zuweisungen vom Bund,,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",74,"Feierlichkeiten zum ""Tag der Deutschen Einheit""",28274,011,Sponsoringleistungen und Spenden aus dem Inland,,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,35910,851,Entnahme aus der Rücklage Verwaltungsbudget,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,35911,851,Entnahme aus der Rücklage Personalbudget,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42110,011,"Bezüge der Ministerpräsidentin, des Ministerpräsidenten",166100,173500,173500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42210,011,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter",3709300,3786300,3747400
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42230,011,"Dienstbezüge für Beamtinnen und Beamte, Richterinnen und Richter auf Probe",0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42720,011,Entgelte für Aushilfen,8600,8600,8600
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42730,011,"Vertretungsmittelpool ""Sonderaufgaben""",581800,581800,581800
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42749,011,Entgelte für Arbeitnehmerinnen und Arbeitnehmer im Rahmen von Arbeitsbeschaffungsmaßnahmen,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,42810,011,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,7183200,7920800,7909800
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,43210,018,"Versorgungsbezüge der Beamtinnen und Beamten, Richterinnen und Richter sowie deren Hinterbliebene",1748400,1595100,1650100
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,44310,841,Fürsorgeleistungen und Unterstützungen,3600,3600,3600
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,44330,313,Inanspruchnahme von überbetrieblichen betriebsärztlichen Diensten (Zentren) sowie Vertragsärztinnen und Vertragsärzten nach dem Arbeitssicherheitsgesetz,9500,9500,9500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,45110,011,Zuschüsse zur Gemeinschaftsverpflegung und zu Gemeinschaftsveranstaltungen sowie für soziale Einrichtungen,100,100,100
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,45310,011,"Trennungsgeld oder -entschädigung, Umzugskostenvergütungen",7200,7200,7200
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,45910,011,Sonstige Personalausgaben,1000,1000,1000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,46210,881,Globale Minderausgabe für Personalausgaben,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",64,Umsetzung der Altersteilzeitarbeit,42264,011,"Bezüge der Beamtinnen und Beamten, Richterinnen und Richter in der Altersteilzeitarbeit",0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",64,Umsetzung der Altersteilzeitarbeit,42864,011,Entgelte der Arbeitnehmerinnen und Arbeitnehmer in der Altersteilzeitarbeit,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",65,Bündnis für Brandenburg,42765,011,Entgelte für Aushilfen,10000,10000,10000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",75,Vorsitz des Landes Brandenburg bei der Konferenz der Ministerpräsidentinnen und Ministerpräsidenten (MPK),42975,011,Sonstige Personalausgaben ,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",76,Flughafenkoordination,42276,011,"Bezüge und Nebenleistungen der Beamtinnen und Beamten, Richterinnen und Richter ",171400,0,98000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",76,Flughafenkoordination,42876,011,Entgelte für Arbeitnehmerinnen und Arbeitnehmer,,98000,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",79,Planstellen und Stellen mit kw-Vermerk,42279,011,Planstellen mit kw-Vermerk (Beamtinnen und Beamte),0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",79,Planstellen und Stellen mit kw-Vermerk,42879,011,Stellen mit kw-Vermerk (Arbeitnehmerinnen und Arbeitnehmer),0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51110,011,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",65000,59800,54800
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51120,011,"Brief- und Paketgebühren, sonstige Fernmeldegebühren",53000,50000,48000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51410,011,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",100,100,100
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51425,011,Inanspruchnahme von Fahrdiensten beim BLB,235000,220000,220000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51710,011,"Bewirtschaftung der Grundstücke, Gebäude und Räume",15000,2700,2700
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51725,011,Betriebs- und Nebenkosten im Rahmen des Vermieter-Mieter-Modells,430900,490700,515700
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51810,011,Mieten und Pachten,15000,10000,10000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51820,011,"Mieten und Pachten für Geräte, Maschinen und Fahrzeuge",5000,4000,4000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51825,011,Mietzahlungen an den BLB,561700,567300,567300
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,51910,011,"Kleinere Unterhaltungsarbeiten an Grundstücken, Gebäuden und Räumen",1000,1000,500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,52510,011,"Aus- und Fortbildung, Lehr- und Lernmittel",25000,20000,15000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,52610,011,"Sachverständige, Gerichtskosten und ähnliche Ausgaben",20000,11000,35000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,52710,011,Reisekostenvergütungen für Dienstreisen,66100,50000,49000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,52910,011,Verfügungsmittel,28900,28900,28000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53110,011,Veröffentlichungen und Dokumentation,18500,26000,26500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53120,013,Öffentlichkeitsarbeit,136500,136900,136500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53122,011,"Ehrenpreis der Ministerpräsidentin, des Ministerpräsidenten ",10000,13600,13600
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53123,011,Landesmarketing,,500000,1000000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53127,011,Deutsch-Polnischer Journalistenpreis,3100,3100,3100
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53130,013,"Nachrichtenagenturdienste, Informationsdienste und Pressekorrespondenz",110000,110000,110000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53310,011,Kosten für Repräsentation,168900,160000,160000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53320,011,Kosten für Repräsentationen des Landes Brandenburg im Ausland,2000,70000,15000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53330,011,Internationale Beziehungen,4200,4300,4000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,53510,011,Sonstige Verwaltungsausgaben,,,
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54110,011,Durchführung von Veranstaltungen und Tagungen,5000,5000,50000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54210,291,Ausgleichsabgabe nach dem Schwerbehindertenrecht - Sozialgesetzbuch-Neuntes Buch,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54610,011,Sonstiges,400,400,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54615,012,Inanspruchnahme der IT-Infrastruktur des ZIT-BB,276800,249100,254100
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54620,011,Entschädigungs- und Ersatzleistungen an Dritte,500,500,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54630,011,Kosten für den Umzug und die Verlegung von Dienststellen,1500,1500,1500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54640,011,Dienstleistungen Dritter,2200,2200,2200
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54650,011,Abgaben an die Künstlersozialkasse,3000,3000,3000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",,,54910,011,Globale Minderausgaben für sächliche Verwaltungsausgaben,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",60,Bürgerschaftliches Engagement / Ehrenamt,52660,011,"Sachverständige, Gerichts- und ähnliche Kosten",2000,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",60,Bürgerschaftliches Engagement / Ehrenamt,53160,011,Kosten für Öffentlichkeitsarbeit,5000,7000,5000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",60,Bürgerschaftliches Engagement / Ehrenamt,53960,011,Ordensverleihung,11500,13500,13500
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",60,Bürgerschaftliches Engagement / Ehrenamt,54160,011,Durchführung von Veranstaltungen und Tagungen,26500,25000,22200
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",60,Bürgerschaftliches Engagement / Ehrenamt,54660,011,Sonstiges,0,0,0
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",61,Demografischer Wandel,52661,011,"Sachverständige, Gerichts- und ähnliche Kosten",20000,8300,10000
02010,"Ministerpräsidentin, Ministerpräsident und Staatskanzlei",61,Demografischer Wandel,53161,011,Veröffentlichungen,10000,1000,4000
