"Produkt";"Produktbezeichnung";"Produktgruppe";"Produktgruppenbezeichnung";"Produktbereich";"Produktbereich Bezeichnung";"Dezernat";"Dezernatsbezeichnung";"Teilhaushalte";"Teilhaushalte Bezeichnung";"Amt / Dienststelle";"Amt / Dienststelle Bezeichnung";"Ergebnis 2015 (Erträge)";"Ergebnis 2015 (Aufwendungen)";"Ergebnis 2015 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2016 (Erträge)";"Ansatz 2016 (Aufwendungen)";"Ansatz 2016 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2017 (Erträge)";"Ansatz 2017 (Aufwendungen)";"Ansatz (Saldo/Zuschussbedarf/Erträge - Aufwendungen)";"Ansatz 2018 (Erträge)";"Ansatz 2018 (Aufwendungen)";"Ansatz 2018 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)"
"312001";"Leistungen für Unterkunft und Heizung";"3120";"Grundsicherung Arbeitsuchende SGB II";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";25191181;-48686237;73877418;25767469;-47182209;-21414739;28952042;-49462374;-20510333;30548832;-50898398;-20349567
"312002";"Eingliederungsleistungen";"3120";"Grundsicherung Arbeitsuchende SGB II";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";106604;-586595;693199;61131;-1049401;-988270;106602;-1013324;-906721;106602;-1019795;-913192
"312003";"Einmalige Leistungen";"3120";"Grundsicherung Arbeitsuchende SGB II";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";70060;-889537;959597;74120;-630560;-556439;88581;-1091674;-1003092;88581;-1045801;-957220
"312006";"Leistungen für BuT nach § 28 SGB II";"3120";"Grundsicherung Arbeitssuchende SGB II";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";225547;-1702646;1928193;252093;-1513464;-1261371;79382;-1358472;-1279090;79382;-1383628;-1304246
"312006";"BuT SGB II: Mittagsverpflegung";"3120";"Grundsicherung Arbeitssuchende SGB II";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";7080;-595411;602490;6;-351012;-351006;7;-416010;-416002;7;-413644;-413637
"313001";"BuT AsylbewLG: Mittagsverpflegung";"3130";"Hilfen für Flüchtlinge und Aussiedler";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";180;-33775;33955;6;-13632;-13626;15;-182679;-182664;15;-215887;-215872
"313001";"Hilfen für Flüchtlinge";"3130";"Hilfen für Flüchtlinge und Aussiedler";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";6761849;-9989250;16751099;8056223;-13147197;-5090973;28799350;-13849110;14950240;13650900;-8535343;5115557
"314001";"Einrichtungen Senioren/Innen";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";1;-581347;581347;0;-702689;-702689;0;-626966;-626966;0;-640727;-640727
"314001";"% Betri.Unterkünfte.u.Einrichtungen(AWV)";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";2553717;-13430655;15984372;1528080;-11235851;-9707771;0;0;0;0;0;0
"314005";"Soziale Einrichtungen für Wohnungslose";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";0;0;0;0;0;0;7742;-433171;-425429;7742;-444012;-436270
"314005";"Soziale Einrichtungen f. Wohnungslose";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;156990;-3076800;-2919810;157660;-3082330;-2924670
"314006";"Soz.Einr. f. Flüchtl. u.Asylb. (vorl.UB)";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;10446593;-23171785;-12725191;6157586;-23292801;-17135215
"314007";"Soz. Einr. f. Flüchtlinge u. Asylb.(AUB)";"3140";"Soziale Einrichtungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;145467;-3508434;-3362967;159474;-3693141;-3533667
"315001";"Fürsorgeleist. BundesversorgungsG/RehaG";"3150";"Fürsorgeleistungen n. Bundesvers.gesetz";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";645824;-851723;1497547;636801;-823608;-186807;645800;-781525;-135725;645800;-783105;-137305
"316001";"Förd.v.Trägern d.Wohlfahrtspflege";"3160";"Förderung v. Trägern d. Wohlfahrtspflege";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";198818;-3608687;3807505;96000;-3744173;-3648173;96000;-3236476;-3140476;96000;-3300104;-3204104
"316001";"Förd.v.Trägern d.Wohlfahrtspflege";"3160";"Förderung v. Trägern d. Wohlfahrtspflege";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";0;-556060;556060;18;-612123;-612105;213;-680821;-680607;213;-692494;-692281
"316001";"Förderung v. Trägern d. Wohlfahrtspflege";"3160";"Förderung v. Trägern d. Wohlfahrtspflege";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;0;-675410;-675410;0;-812200;-812200
"317001";"Wahrnehmung Aufg. Betreuungsgesetz";"3170";"Betreuungsleistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";1667;-532445;534112;1086;-557382;-556296;1183;-562611;-561428;1183;-582009;-580826
"318001";"Gewährung von Wohngeld";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";51;-48438;48489;0;-74843;-74843;0;-1070283;-1070283;0;-1098216;-1098216
"318002";"Soziale Vergünstigungen und Sozialpässe";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";21674;-171378;193053;23220;-80482;-57262;21900;-1662012;-1640112;21900;-1663612;-1641712
"318002";"Vermittlung v.Spenden u.Stiftungsmitteln";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";45015;-45015;90030;57300;-60000;-2700;45132;-55151;-10019;45132;-55852;-10720
"318002";"Schenkungen soziale Zwecke";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";91822;-145260;237082;80420;-77867;2553;91660;-170443;-78783;91660;-173589;-81929
"318004";"Hilfen zur Unterhaltssicherung";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";37;-14992;15028;115;-17985;-17870;27;-13662;-13635;27;-14073;-14045
"318005";"Leistungen nach BAföG und AFBG";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";2229;-363666;365894;3059;-432951;-429893;2309;-331757;-329449;2309;-341614;-339306
"318006";"Leist. im R. d. allg. Daseinsvorsorge";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";66684;-844204;910888;36856;-855064;-818208;124152;-898624;-774472;124152;-923259;-799107
"318007";"Pflegestützpunkt";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";56888;-119538;176425;52992;-95783;-42792;53330;-89271;-35941;53330;-94801;-41471
"318008";"Ber./Angeb.f.ältere Mensch.außerh.SGBXII";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";77489;-504280;581769;16344;-404078;-387735;722;-427350;-426627;722;-451613;-450890
"318009";"Flüchtlingssozialarbeit (vorl. Unterb.)";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;18759;-3997703;-3978944;18759;-3963071;-3944312
"318010";"Betreuung und Förderung der Integration";"3180";"Sonstige soziale Hilfen und Leistungen";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_14";"THH 14 Amt f. Migration und Integration";"AMT-540";"540 Amt f. Migration und Integration";0;0;0;0;0;0;2436811;-1004910;1431901;2294711;-993701;1301010
"319001";"BuT an Kinderzuschlagsempfänger/-innen";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";0;-11254;11254;0;-16865;-16865;0;-23028;-23028;0;-23320;-23320
"319001";"BuT BKGG: Mittagsverpflegung";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";49;-9876;9925;6;-7592;-7586;7;-9670;-9662;7;-9804;-9797
"319001";"BuT an Kinderzuschlagsempfänger/-innen";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";188;-82510;82698;0;-107970;-107970;0;-8776;-8776;0;-8967;-8967
"319002";"BuT an Wohngeldempfänger/-innen";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";639;-431820;432458;10000;-420552;-410552;0;-573979;-573979;0;-577386;-577386
"319002";"BuT WoGG: Mittagsverpflegung";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";2795;-238064;240859;6;-177752;-177746;7;-249310;-249302;7;-249444;-249437
"319002";"BuT an Wohngeldempfänger/-innen";"3190";"Leistungen für BuT nach § 6b BKGG";"31";"Soziale Hilfen";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";1995;-989839;991834;0;-724313;-724313;0;-217862;-217862;0;-219509;-219509
"362001";"Kinder- und Jugendarbeit";"3620";"Allgemeine Förderung junger Menschen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";94931;-2193041;2287972;19874;-2417089;-2397215;14383;-2411687;-2397304;14383;-2435905;-2421522
"362002";"Jugendberufshilfe";"3620";"Allgemeine Förderung junger Menschen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";204445;-1236194;1440639;149703;-1134941;-985238;481872;-2011882;-1530011;447272;-1965848;-1518576
"362002";"Jugendsozialarbeit";"3620";"Allgemeine Förderung junger Menschen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";445370;-2019771;2465141;540109;-2541996;-2001887;815633;-3678240;-2862607;849033;-3906085;-3057052
"362003";"Kinderbüro/Jugendbüro";"3620";"Allgemeine Förderung junger Menschen";"36";"Kinder-, Jugend- und Familienhilfe";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_09";"THH 9 Amt f. Kinder, Jugend, Familie";"AMT-530";"530 Amt f. Kinder, Jugend, Familie";190;-53744;53934;0;-52932;-52932;10;-140430;-140420;10;-170382;-170372
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-156";"156 Ortsverw. Hochdorf";10475;-10023;20498;9250;-8108;1142;10471;-10314;157;10471;-10450;21
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-157";"157 Ortsverw. Ebnet";6734;-29487;36220;5500;-24321;-18821;6740;-30164;-23424;6740;-30497;-23757
"553000";"Friedhof";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_01";"THH 1 Gemeinderat, Bürgermeisteramt, OVs";"AMT-158";"158 Ortsverw. Kappel";9354;-7436;16789;8000;-6968;1032;9300;-7339;1961;9300;-7480;1820
"553000";"Eigenbetrieb Friedhöfe";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";17737;-24554;42291;20000;-36000;-16000;21080;-1000;20080;21080;-1000;20080
"553003";"Historische u. jüdische Friedhöfe";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_25";"THH 25 Gebäudemanagement Freiburg";"AMT-650";"650 Gebäudemanagement Freiburg";18248;-421818;440066;0;-101947;-101947;266;-114022;-113755;267;-115503;-115235
"553003";"Historische u. jüdische Friedhöfe";"5530";"Friedhofs- und Bestattungswesen";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";1328;-399609;400937;0;-372946;-372946;1117;-417997;-416880;1117;-426518;-425401
"554001";"Naturschutz u. Landschaftspflege";"5540";"Naturschutz und Landschaftspflege";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";68025;-156842;224867;146000;-151010;-5010;68124;-152197;-84073;68124;-162722;-94598
"554002";"Naturschutz und Landschaftsökologie";"5540";"Naturschutz und Landschaftspflege";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";30347;-603956;634303;3800;-731158;-727358;5429;-683139;-677710;5429;-687485;-682056
"555001";"Holzproduktion";"5550";"Forstwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";1842687;-1876427;3719114;2160300;-2122488;37812;2500535;-2386783;113751;2500535;-2415011;85523
"555002";"Ökologische Funktion des Waldes";"5550";"Forstwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";79614;-244804;324419;86000;-292516;-206516;77982;-161918;-83937;77982;-162574;-84593
"555003";"Soziale Funktion des Waldes";"5550";"Forstwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";128160;-1256557;1384717;104600;-1018979;-914379;124915;-1342614;-1217699;124915;-1342568;-1217654
"555004";"Dienstleistungen für Dritte";"5550";"Forstwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";323802;-498972;822774;242900;-584457;-341557;323154;-493964;-170810;323154;-496087;-172934
"555005";"Untere Forstbehörde";"5550";"Forstwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_10";"THH 10 Forstamt";"AMT-820";"820 Forstamt";2585;-104640;107225;1900;-136620;-134720;2600;-25203;-22603;2600;-25441;-22841
"555100";"Förd.Landwirtsch./Untere Landwirt.beh.";"5551";"Landwirtschaft";"55";"Natur- und Landschaftspflege,Friedhofsw.";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_22";"THH 22 Amt f. Liegenschaften, Wgwesen";"AMT-640";"640 Amt f. Liegenschaften, Wgwesen";953;-14182;15135;750;-10674;-9924;950;-14852;-13902;950;-15297;-14347
"561001";"Altlasten";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";16140;-314657;330797;15000;-355388;-340388;46315;-322023;-275709;46315;-342662;-296347
"561002";"Aufgaben als Untere Verwaltungsbehörde";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";8734;-590661;599395;14450;-483904;-469454;8515;-544844;-536329;8515;-574761;-566246
"561006";"Gesamtstädtisches Klimaschutzkonzept";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";-26545;-1752480;1725935;15000;-2237408;-2222408;18636;-2614761;-2596125;18636;-2891292;-2872657
"561006";"Konzept. z. Immissionsschutz(Luft/Lärm)";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_26";"THH 26 Garten-, Tiefbauamt";"AMT-660";"660 Garten-, Tiefbauamt";46;-22359;22405;0;-198643;-198643;136;-71059;-70922;136;-71372;-71235
"561007";"Energieerstberatung";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-V";"Dezernat V BM Prof. Dr. Haag";"THH_24";"THH 24 Planung, Entwicklung, Bauen";"AMT-630";"630 Baurechtsamt";823;-94104;94928;0;-38236;-38236;0;-94589;-94589;0;-95751;-95751
"561008";"Aktionen/Veranstaltungen/Informationen";"5610";"Umweltschutzmaßnahmen";"56";"Umweltschutz";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";692;-61279;61971;9000;-43084;-34084;9699;-77959;-68260;9699;-66691;-56992
"562000";"Arbeitsschutz";"5620";"Arbeitsschutz";"56";"Umweltschutz";"DEZ-II";"Dezernat II BMin Stuchlik";"THH_07";"THH 7 Umweltschutzamt";"AMT-170";"170 Umweltschutzamt";86932;-644379;731312;16920;-618777;-601857;17776;-592930;-575154;17776;-614768;-596992
"562002";"Fahrpersonalrecht";"5620";"Arbeitsschutz";"56";"Umweltschutz";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_18";"THH 18 Amt f. öffentliche Ordnung";"AMT-320";"320 Amt f. öffentliche Ordnung";32419;-6068;38487;29500;-8565;20935;29194;-9213;19981;29194;-9332;19862
"571000";"Wirtschaftsförderung/Messe/Tourismus";"5710";"Wirtschaftsförderung";"57";"Wirtschaft und Tourismus";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";186963;-7110146;7297109;120000;-7828790;-7708790;500000;-8537380;-8037380;500000;-6268310;-5768310
"571005";"Kommunale Beschäftigungsförderung";"5710";"Wirtschaftsförderung";"57";"Wirtschaft und Tourismus";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_13";"THH 13 Amt f. Soziales, Senioren";"AMT-500";"500 Amt f. Soziales, Senioren";282073;-895453;1177526;47402;-858592;-811190;487541;-1129326;-641786;470531;-1130410;-659880
"573000";"Allg.Einrichtungen u. Unternehmen";"5730";"Allgemeine Einrichtungen und Unternehmen";"57";"Wirtschaft und Tourismus";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_17";"THH 17 Stadtkämmerei";"AMT-200";"200 Stadtkämmerei";16494;-248518;265012;118060;-220000;-101940;0;-962326;-962326;0;-362982;-362982
"573008";"Bürgerhäuser";"5730";"Allgemeine Einrichtungen und Unternehmen";"57";"Wirtschaft und Tourismus";"DEZ-III";"Dezernat III BM von Kirchbach";"THH_12";"THH 12 Kultur, Bibliothekswesen";"AMT-410";"410 Kulturamt";212958;-252672;465629;150500;-154084;-3584;212890;-573785;-360895;202890;-424764;-221874
"575003";"Durchführung v. Eigenveranstaltungen";"5750";"Tourismus";"57";"Wirtschaft und Tourismus";"DEZ-I";"Dezernat I OB Dr. Salomon";"THH_02";"THH 2 Zentrale Funktionen, Sonderaufg.";"AMT-110";"110 HPA/OB Büro/Büro f.K.I.K./NM/PG Verw";0;0;0;0;0;0;0;-412711;-412711;0;-533179;-533179
"611000";"Steuern, allg. Zuweisungen/Umlagen";"6110";"Steuern/allg. Zuwei./allgemeine Umlagen";"61";"Allgemeine Finanzwirtschaft";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_61";"THH 61 Allgemeine Finanzwirtschaft";"THH_61";"THH 61 Allgemeine Finanzwirtschaft";597524619;-123135318;720659938;576935000;-119530000;457405000;617621000;-130868855;486752145;646860580;-133691835;513168745
"612000";"Sonstige allg. Finanzwirtschaft";"6120";"Sonstige allgemeine Finanzwirtschaft";"61";"Allgemeine Finanzwirtschaft";"DEZ-IV";"Dezernat IV EBM Neideck";"THH_61";"THH 61 Allgemeine Finanzwirtschaft";"THH_61";"THH 61 Allgemeine Finanzwirtschaft";2744991;-8260495;11005486;7160970;-28240000;-21079030;3125050;707380;3832430;3123080;537890;3660970
