Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390002;Hilfeleistung Flüchtlinge;74.940,00;9.240,00;0;0
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390003;Hilfe zum Lebensunterhalt;0;1.747.807,57;800.000,00;1.500.000,00
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390004;Krankenhilfe;0;436.507,88;433.976,00;1.000.000,00
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390005;Grundleistungen § 3 AsylBLG;0;8.020.607,47;2.500.000,00;7.000.000,00
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390006;Leistungen § 4 AsylBLG;0;2.186.264,75;499.212,00;500.000,00
53;Transferaufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;53390007;Sonstige Leistungen § 6 AsylBLG;0;163.890,22;61.812,00;150.000,00
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54111000;Fahrtkostenerstattung Beamte;123,84;230,75;0;400
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54130000;Aus- und Fortbildung;138;3.048,15;1.500,00;2.000,00
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54220012;Wohnungsmiete;199.276,55;811.369,83;0;250.000,00
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54291000;Prozesskosten;0;998,01;1.500,00;1.500,00
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54294000;Verwaltungskostenbeitrag RVK;539,21;891,42;1.865,52;1.231,08
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54310000;Büromaterial;413,57;0;0;0
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54311000;Telekommunikation;1.803,54;1.588,20;2.502,29;2.527,32
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54311200;Zeitungen/Fachliteratur;321,22;252,2;400;400
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54311500;Porto;4.398,48;5.846,31;6.659,09;6.725,93
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54710000;Wertveränderungen bei Sachanlagen;0;0;0;0
54;sonstige ordentliche Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;54770000;Verr.bei Sachanlagen mit allg. Rücklage;0;0;0;0
57;Bilanzielle Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;57113000;AfA auf Gebäude;0;299.587,76;16.680,04;31.182,89
57;Bilanzielle Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;57117000;AfA auf Betriebs- und Geschäftsausst.;544,14;2.620,29;489,84;1.323,06
57;Bilanzielle Aufwendungen;502; Leistungen für Asylbewerber ;2;1.100.05.02;57117001;Afa auf Betriebs- und Geschäftsaust. EÖB;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;503; Soziale Einrichtungen ;1;1.100.05.03;41611000;ET SoPO-Aufl. aus Zuw. Land;-24.187,52;-24.162,64;-24.237,30;-24.162,63
41;Zuwendungen und allgemeine Umlagen;503; Soziale Einrichtungen ;1;1.100.05.03;41611001;Ertr.SoPo-Aufl. Land;0;0;0;-9.484,38
43;öffentlich-rechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;43210000;Benutzungsgebühren und ähnliche Entgelte;0;0;0;0
43;öffentlich-rechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;43210017;Gebühren Obdachlosenunterkünfte;966;-164.396,92;-23.000,00;-23.000,00
43;öffentlich-rechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;43210065;Gebühren Asylbewerber;-663.384,77;-118.526,74;-650.000,00;-650.000,00
43;öffentlich-rechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;43210066;Gebühren Aussiedler;0;0;-100;-100
44;Privatrechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;44619000;Vermischte Erträge;0;0;0;0
44;Privatrechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;44810000;Erträge aus Kostenerstattungen etc. Land;0;0;0;0
44;Privatrechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;44810003;Erstattung FlüAG Land;0;0;0;-2.000.000,00
44;Privatrechtliche Leistungsentgelte;503; Soziale Einrichtungen ;1;1.100.05.03;44880012;Erstattung von Zuschüssen;-420,98;0;0;0
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45470000;Verr. mit allg. Rücklage bei Sachanlagen;646,98;0;0;0
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45640001;Schadensersatzleistungen;0;0;-100;-100
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45720000;Ertr. Wertveränderung Sachanlagen;-646,98;0;0;0
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45828000;Auflösung Instandhaltungsrückstellungen;0;0;0;0
45;sonstige ordentliche Erträge;503; Soziale Einrichtungen ;1;1.100.05.03;45831000;Aufhebung Niederschlagung;-183,06;-350,38;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50110000;Bezüge Beamte;25.271,03;67.693,43;10.925,00;71.353,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50120000;Vergütungen tariflich Beschäftigte;200.557,95;333.167,43;148.991,00;342.238,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50220000;Versorgungskassenb. tarifl. Beschäftigte;14.952,79;26.572,78;11.951,00;27.160,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;40.249,97;66.580,02;29.667,00;68.564,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50410000;Beihilfen und Unterstützungsleistungen f;1.525,32;4.028,11;767,4;4.736,16
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50411000;Beihilf. u.a.taBesch;39,97;106,28;2,16;28,08
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50510000;Rückstellungen für Pensionsverpflichtung;9.584,24;31.642,11;4.495,00;37.150,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50610000;Rückstellungen für Beihilfen;3.243,27;7.517,20;1.199,00;7.002,00
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50710000;Zuf. Altersteilzeit Rückstellung Beamte;0;0;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50811000;RS Urlaub Beamte;3.690,85;-6.604,11;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50812000;RS Urlaub tarifl. Beschäftigte;8.626,70;4.992,70;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50813000;RS Überstunden Beamte;1.352,69;-8.056,22;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50814000;RS Überstunden tarifl.Beschäftigte;8.533,16;-1.785,94;0;0
50;Personalaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;50911000;Zuführ. Rückstellung Besoldungsnachzahlu;0;0;0;0
51;Versorgungsaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;51210000;Beitr. Versorgungsk. Versorgungsempfänge;134,7;369,76;60,72;395,4
51;Versorgungsaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;1.155,36;6.578,16
51;Versorgungsaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;51510000;Zuf. Pensionsrückst. Versorgungsempf.;11.116,99;38.162,09;3.920,00;35.084,00
51;Versorgungsaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;51610000;Zuf. Beihilferückst. Versorgungsempf.;3.778,31;9.175,58;1.066,00;6.904,00
51;Versorgungsaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;51711000;Zuführ. Rückstellung Besoldungsnz. Verso;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52119000;Instandhaltung ZGM;305.466,81;5.400,01;10.000,00;10.000,00
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52119100;Asylbewerberunterkünfte ZGM;500.000,00;546.277,33;0;0
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52351000;Managemententgelte ZGM;824.184,00;971.223,00;879.553,00;865.668,00
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52351001;Asylbewerberunterkünfte ZGM;0;1.289.840,00;1.015.000,00;1.635.000,00
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52410200;Bewirtschaftung ENNI;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52550010;Einrichtung Übergangswohnheime;439.121,42;344.052,96;70.000,00;200.000,00
52;Aufwendungen für Sach- und Dienstleistungen;503; Soziale Einrichtungen ;2;1.100.05.03;52910009;Beseitigung Schrottfahrzeuge;0;0;0;0
53;Transferaufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;53180012;Zuschuss Caritasverband;172.221,95;173.744,51;175.000,00;175.000,00
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54111000;Fahrtkostenerstattung Beamte;41,28;86,13;0;150
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54111100;Fahrtkostenerstattung tariflich Beschäft;0;505;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54140002;Umzugskosten;0;0;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54291000;Prozesskosten;0;0;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54294000;Verwaltungskostenbeitrag RVK;108,58;282,08;50,4;340,44
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54310000;Büromaterial;408,17;0;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54311000;Telekommunikation;1.803,54;1.588,20;2.502,29;2.527,32
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54311200;Zeitungen/Fachliteratur;0;0;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54311500;Porto;4.398,48;5.846,31;6.659,09;6.725,93
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54490001;Wertberichtigung von Forderungen wg.Unei;5.472,25;2.129,94;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54710000;Wertveränderungen bei Sachanlagen;1.155,54;48,72;0;0
54;sonstige ordentliche Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;54770000;Verr.bei Sachanlagen mit allg. Rücklage;-1.155,54;-48,72;0;0
57;Bilanzielle Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;57113000;AfA auf Gebäude;43.207,30;43.581,46;43.433,70;52.760,47
57;Bilanzielle Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;57113001;Abschreibungen auf Gebäude EÖB;0;0;0;0
57;Bilanzielle Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;57117000;AfA auf Betriebs- und Geschäftsausst.;1.018,85;1.680,42;1.858,82;3.248,44
57;Bilanzielle Aufwendungen;503; Soziale Einrichtungen ;2;1.100.05.03;57117001;Afa auf Betriebs- und Geschäftsaust. EÖB;0;0;0;0
44;Privatrechtliche Leistungsentgelte;504; Leistungen n. d. Bundesversorgungsgesetz ;1;1.100.05.04;44830002;Erstattung Ausgleichsabgabe;0;0;0;0
45;sonstige ordentliche Erträge;504; Leistungen n. d. Bundesversorgungsgesetz ;1;1.100.05.04;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50110000;Bezüge Beamte;81.091,37;55.810,37;67.241,00;57.906,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50120000;Vergütungen tariflich Beschäftigte;105.309,86;101.653,76;106.205,00;100.187,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50220000;Versorgungskassenb. tarifl. Beschäftigte;8.390,17;8.076,96;8.519,00;7.951,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;21.018,32;20.370,85;21.147,00;20.072,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50410000;Beihilfen und Unterstützungsleistungen f;5.644,49;4.869,34;4.723,20;3.843,60
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50411000;Beihilf. u.a.taBesch;20,99;32,43;13,32;22,8
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50510000;Rückstellungen für Pensionsverpflichtung;35.466,77;38.250,21;38.649,00;43.808,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50610000;Rückstellungen für Beihilfen;12.001,82;9.087,08;10.305,00;8.257,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50710000;Zuf. Altersteilzeit Rückstellung Beamte;207,87;1.764,03;2.744,00;1.067,00
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50811000;RS Urlaub Beamte;-3.392,06;-1.377,08;0;0
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50812000;RS Urlaub tarifl. Beschäftigte;968,84;396,6;0;0
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50813000;RS Überstunden Beamte;-68,46;-304,41;0;0
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50814000;RS Überstunden tarifl.Beschäftigte;-93,09;967,67;0;0
50;Personalaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;50911000;Zuführ. Rückstellung Besoldungsnachzahlu;0;0;0;0
51;Versorgungsaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;51210000;Beitr. Versorgungsk. Versorgungsempfänge;498,46;446,98;373,8;320,88
51;Versorgungsaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;7.110,96;5.338,44
51;Versorgungsaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;51510000;Zuf. Pensionsrückst. Versorgungsempf.;41.138,73;46.131,82;33.700,00;41.372,00
51;Versorgungsaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;51610000;Zuf. Beihilferückst. Versorgungsempf.;13.981,76;11.091,79;9.167,00;8.142,00
51;Versorgungsaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;51711000;Zuführ. Rückstellung Besoldungsnz. Verso;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;52550000;Unterhaltung des so. bewegl. Vermögens;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;52550013;Erwerb Vermögensgegenstände < 410 Euro;0;0;180;0
53;Transferaufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;53180046;Zuschuss Leistungen Ausgleichabgabe;0;0;0;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54111000;Fahrtkostenerstattung Beamte;99,9;0;646;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54111100;Fahrtkostenerstattung tariflich Beschäft;340,06;350,43;0;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54291000;Prozesskosten;0;0;400;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54291005;Gutachtertätigkeit SGB IX;0;147,67;5.440,00;5.494,00
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54294000;Verwaltungskostenbeitrag RVK;401,79;340,99;309,96;276,24
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54310000;Büromaterial;426,13;0;0;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54311000;Telekommunikation;1.803,54;1.588,20;2.502,29;2.527,32
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54311200;Zeitungen/Fachliteratur;868,6;1.007,18;1.200,00;1.200,00
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54311500;Porto;4.398,48;5.846,31;6.659,09;6.725,93
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54710000;Wertveränderungen bei Sachanlagen;0;48,72;0;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54770000;Verr.bei Sachanlagen mit allg. Rücklage;0;-48,72;0;0
54;sonstige ordentliche Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;54990002;Weiterleitung an den Landschaftsverband;0;0;0;0
57;Bilanzielle Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;57117000;AfA auf Betriebs- und Geschäftsausst.;586,1;729,45;648,57;564,22
57;Bilanzielle Aufwendungen;504; Leistungen n. d. Bundesversorgungsgesetz ;2;1.100.05.04;57117001;Afa auf Betriebs- und Geschäftsaust. EÖB;0;0;0;0
44;Privatrechtliche Leistungsentgelte;505; Förderung v. Trägern d. Wohlfahrtspflege ;1;1.100.05.05;44611003;Behindertenfahrdienst;0;0;0;0
44;Privatrechtliche Leistungsentgelte;505; Förderung v. Trägern d. Wohlfahrtspflege ;1;1.100.05.05;44880012;Erstattung von Zuschüssen;0;-1.012,15;0;0
45;sonstige ordentliche Erträge;505; Förderung v. Trägern d. Wohlfahrtspflege ;1;1.100.05.05;45820000;Erträge aus der Auflösung von Rückstellu;0;0;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50110000;Bezüge Beamte;123.586,53;136.886,11;111.585,00;141.789,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50120000;Vergütungen tariflich Beschäftigte;21.053,49;67.541,28;50.325,00;80.381,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50220000;Versorgungskassenb. tarifl. Beschäftigte;1.629,76;5.406,95;4.037,00;6.379,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50320000;Beiträge gesetzl.SV tarifl. Beschäftigte;4.209,99;12.765,28;10.021,00;16.104,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50410000;Beihilfen und Unterstützungsleistungen f;7.459,50;8.145,43;7.838,04;9.411,60
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50411000;Beihilf. u.a.taBesch;4,2;21,54;22,2;55,68
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50510000;Rückstellungen für Pensionsverpflichtung;46.871,20;63.985,02;45.914,00;73.823,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50610000;Rückstellungen für Beihilfen;15.861,03;15.200,89;12.243,00;13.914,00
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50710000;Zuf. Altersteilzeit Rückstellung Beamte;0;0;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50811000;RS Urlaub Beamte;2.962,35;4.886,09;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50812000;RS Urlaub tarifl. Beschäftigte;104,91;215,53;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50813000;RS Überstunden Beamte;881,88;519,5;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50814000;RS Überstunden tarifl.Beschäftigte;22,79;456,67;0;0
50;Personalaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;50911000;Zuführ. Rückstellung Besoldungsnachzahlu;0;0;0;0
51;Versorgungsaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;51210000;Beitr. Versorgungsk. Versorgungsempfänge;658,74;747,71;620,28;785,76
51;Versorgungsaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;51410000;Beihilfen, Unterst. Versorgungsempfänger;0;0;11.800,44;13.071,72
51;Versorgungsaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;51510000;Zuf. Pensionsrückst. Versorgungsempf.;54.366,99;77.169,38;40.035,00;69.718,00
51;Versorgungsaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;51610000;Zuf. Beihilferückst. Versorgungsempf.;18.477,63;18.554,37;10.890,00;13.720,00
51;Versorgungsaufwendungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;51711000;Zuführ. Rückstellung Besoldungsnz. Verso;0;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;52351000;Managemententgelte ZGM;9.504,00;9.504,00;9.504,00;9.504,00
52;Aufwendungen für Sach- und Dienstleistungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;52550000;Unterhaltung des so. bewegl. Vermögens;0;0;242;0
52;Aufwendungen für Sach- und Dienstleistungen;505; Förderung v. Trägern d. Wohlfahrtspflege ;2;1.100.05.05;52810014;Seniorenveranstaltungen;4.942,24;4.997,07;5.000,00;5.000,00
